yng	ய்ங்
kulukki	உலுக்கி
krummin	ரும்மின்
krooman	றோமன்
krooked	ரோகெட்
kresnik	ரெஸ்னிக்
krennel	ரென்னெல்
kreevin	ரேவின்
kpengla	பெங்ல
koupil	கொழுபில்
kotiya	கொதியல்
kotiyan	ஒதியன்
korovin	ஒரொவின்
korona	கொரோன
kootut	கோத்துத்
koomans	ஓமன்ஸ்
koolaid	ஓலைட்
kooddoo	ஓட்டோ
koliyan	ஒலியன்
kolivai	ஒலிவை
kodiyal	ஒடியல்
knepper	நெப்பெர்
kneeman	நேமன்
knanaya	நணய
klippan	லிப்பன்
klensin	லென்ஸின்
kleeman	லேமன்
klallam	கல்லம்
klaiman	லைமன்
klaaren	லாரென்
kjenner	ஜென்னெர்
kjellin	ஜெல்லின்
kiyooka	இயோக
kitturu	இத்துரு
kitimat	இதிமத்
kiranam	இரணம்
kintoor	இந்தோர்
kintaka	இந்தக
kinnari	இந்நரி
kincaid	இன்சைட்
killara	இல்லர
kikkuli	இக்குழி
kikkiya	இக்கிய
kidaari	இடாரி
khillar	ஹில்லர்
khilari	ஹிலரி
khedroo	ஹெட்ரோ
khavars	ஹவர்ஸ்
khanaan	ஹனான்
khammar	ஹம்மர்
khamidi	ஹமிடி
khalvat	ஹள்வத்
khalpan	ஹல்பன்
khalkin	ஹல்கின்
khairan	ஹைரன்
khaalis	ஹாலிஸ்
kevalin	எவலின்
keppard	எப்பர்ட்
kelling	எல்லிங்
kelleen	எல்லேன்
kelalan	கெல்லன்
keevans	ஏவன்ஸ்
kaylani	அய்லணி
kayaran	காரன்
kayanan	அயனன்
kavarna	அவர்ண
kavalam	அவலம்
kautta	கருத்த
katteen	அத்தேன்
katiyar	அதியர்
katinan	அதினன்
karuppu	அறுப்பு
karunai	அருணை
karulai	அருளை
karleen	அர்லேன்
kariyan	அரியன்
karikal	அரிகள்
karicin	அரிசின்
karavan	அரவன்
karatta	அரத்த
karakon	அரகொன்
karaim	கரைய்ம்
kappadu	அப்படு
kapina	கபினை
kapell	கபெல்லி
kantara	அந்தர
kantana	அந்தண
kantaka	அந்தக
kannamangalam	அன்னமங்கலம்
kanker	கன்டகெர்
kanakanahalli	பணகனஹள்ளி
kampana	அம்பன
kampala	அம்பல
kamerik	அமெரிக்
kamaran	அமரன்
kamanin	அமனின்
kamaiya	அமைய
kalpeni	அல்பெனி
kalmand	அல்மன்ட்
kallang	அல்லங்
kalkiya	அழ்கிய
kaliyar	அலியர்
kaliyan	அளியன்
kalitta	அளித்த
kalhoon	அல்ஹோன்
kalawan	கழான்
kalaram	அலரம்
kalanta	அளந்த
kalamut	அலமுத்
kalakar	அழகர்
kalakan	அழகன்
kakkuri	அக்குறி
kailand	ஐலண்ட்
kahani	கஹண்டி
kahaani	அஹானி
kadukka	அடுக்க
kaaviya	ஆவிய
kaarina	ஆறின
kaadaas	ஆடாஸ்
juvavum	உவவும்
jinnati	இந்நதி
jinjian	ஜின்ஜின்
jinayat	இனயத்
jiimaan	ஈமான்
jhoomar	ஹோமர்
jhandaa	ஹண்டா
jhajjar	ஹஜ்ஜர்
jessees	எஸ்ஸேஸ்
jermain	எர்மைன்
jendral	எண்ட்ரல்
jelling	எல்லிங்
jelinek	எலினெக்
jejeuni	ஜெஜுனி
jeakins	எஅகின்ஸ்
jasvant	அஸ்வந்த்
jaruvan	அருவன்
jaruman	அருமன்
janssi	ஜன்ஷ்தி
janning	அன்னிங்
jannati	அன்னதி
jangkar	அங்கர்
jampang	அம்பங்
jamarat	அமரத்
jamaran	அமரன்
jamalul	அமலுல்
jamaati	அமாதி
jalaram	அலரம்
jakilan	அகிலன்
jacinta	அசிந்த
iuvavum	உவவும்
itahari	தஹரி
islami	இஸ்‌லாமி
inikkum	நிக்கும்
ingrami	இங்ரம்
incivil	இன்சீல்
inariya	நறிய
inalcik	நல்சிக்
inakari	நகரி
imaskar	மஸ்கர்
imahara	மஹர
ilinden	லிண்டென்
ikerrin	கெர்ரின்
iittala	இத்தல
ihakara	ஹகர
hyakkin	ஹக்கின்
hurriya	உர்ரிய
humarin	உமரின்
hulleen	உள்ளேன்
hulikal	உளிகள்
hukumat	உகுமத்
hookman	ஓக்மன்
hiranai	இரணை
hiraani	இராணி
hintata	இந்தத
hindoos	இன்டோஸ்
himelf	ஹிம்செல்ஃப்
hillii	ஹில்லீர்
hilakku	இலக்கு
hilaard	இலார்ட்
hiiraan	ஈரான்
hetteen	எத்தேன்
herting	எர்திங்
hermano	ஹெர்மன்
herdman	எர்ட்மன்
hendrik	எண்டரிக்
hemland	ஹெளண்ட்
helpman	எல்ப்மன்
helling	எல்லிங்
helding	எல்டிங்
hefneri	ஹெஃப்னெர்
heerman	ஏர்மன்
hedican	எடிசன்
hedding	எட்டிங்
hayling	அய்லிங்
haylaan	அய்லான்
havyaka	அவ்யக
havurat	அவுரத்
hatutaa	அதுதா
hattili	அத்திலி
hattala	அத்தல
hassani	ஹஸனி
hassaan	அஸ்ஸான்
haskard	அஸ்கர்ட்
haruman	அருமன்
harrand	அர்ரண்ட
harooni	அரோனி
harmand	அர்மண்ட்
harleen	அர்லேன்
harkavi	அர்கவி
hariharaputra	ஹரிஹரபுத்ர
haraldi	ஹால்டி
hanyang	அன்யங்
hanumat	அனுமத்
hanuman	அநுமன்
hantili	அந்திலி
hanning	அன்னிங்
hannama	அன்னம
hanking	அன்கிங்
handrin	அன்டரின்
handrij	அன்ட்ரிஜ்
handiya	அண்டிய
hananya	அநன்ய
hampala	அம்பல
hammana	அம்மன
hamerik	அமெரிக்
hamelin	அமெலின்
hallaar	அல்லார்
haliyal	அளியள்
halippa	அளிப்ப
hakkari	அக்கரி
hakkani	அக்கனி
hairing	ஐரிங்
haarman	ஆர்மன்
haarlem	ஆர்லெம்
haaning	ஆனிங்
haaland	ஆலண்ட்
gyaaman	யாமன்
guttman	உத்த்மன்
gurumaa	உருமா
guccini	உச்சினி
groovin	ரோவின்
grondin	ரொண்டின்
groland	ரொலன்ட்
grennan	ரென்னன்
greeman	ரேமண்
grattan	ரத்தன்
grassin	ரஸ்ஸின்
graslin	ரஸ்லின்
grankin	ரன்கின்
graford	ரஃபொர்ட்
goossen	ஓஷென்
goorang	ஓரங்
goodlin	ஓடலின்
goodkin	ஓட்கின்
gondrin	ஒண்டரின்
gnessin	நெஸ்ஸின்
gminski	மின்ஸ்கி
glinski	லிண்ஸ்கி
glenard	லெனர்ட்
gilayak	இலயக்
gilaard	இலார்ட்
gherman	ஹெர்மன்
ghamidi	ஹமிடி
ghaiman	ஹைமன்
gerving	எர்விங்
gervain	எர்வைன்
gerling	எர்லிங்
gerding	எர்டிங்
gerakan	எரகன்
gennadi	எண்ணடி
genesee	என்எஸ்ஏ
gending	என்டிங்
gedinne	எடின்னெ
gaylani	அய்லணி
gavanti	அவந்தி
garrand	அர்ரண்ட
garanti	அரந்தி
ganning	அன்னிங்
gamelin	அமெலின்
gallais	அல்லைஸ்
galiyan	அளியன்
galanta	அளந்த
galanin	அலனின்
fullara	உள்ளற
froland	ரொலன்ட்
friskin	ரிஸ்கின்
fridden	ரிட்டென்
fremden	ஃப்ரெமென்
freemas	ரேமஸ்
frankot	ரன்கொத்
frankin	ரன்கின்
foppoli	ஒப்பொலி
florens	லொரென்ஸ்
flittas	லித்தஸ்
flikkar	லிக்கர்
fleeman	லேமன்
flandin	லண்டின்
flamini	லமினி
finniss	இன்னிஷ்
finnila	இந்நில
ferrars	எர்ரர்ஸ்
ferling	எர்லிங்
ferelli	எரெல்லி
ferdman	எர்ட்மன்
fenenna	எனென்ன
fellari	எல்லரி
fattani	அத்தனி
farrand	அர்ரண்ட
farrait	அற்றைத்
farnood	அர்னோட்
farivar	அறிவர்
farakka	அரக்க
fanyang	அன்யங்
fantoni	அந்தொனி
fallata	அல்லத
fallais	அல்லைஸ்
fallaci	அல்லசி
faldini	அல்டினி
fadiman	அடிமண்
everman	வெர்மன்
everlee	வெர்லே
evering	வெறிங்
essaadi	ஷாடி
espiral	எபிரல்
epistar	பிஸ்தர்
endivia	என்டிவி
emarula	மருள
elwesii	எல்எஸ்ஈ
ellisi	எல்லிஸின்
elessar	லெஸ்ஸர்
elendil	லென்டில்
ekalaka	கலக
edralin	டரலின்
durutti	உறுத்தி
duniya	டுனியா
dunarit	உணரித்
drummin	ரும்மின்
dresner	ரெஸ்னெர்
drennan	ரென்னன்
dramani	ரமணி
drakkin	ரக்கின்
draisin	ரைஸின்
dorikan	ஒரிகன்
dorijan	ஒரிஜன்
doongi	டோங்ரி
doolins	ஓலின்ஸ்
dooland	ஓலன்ட்
domandi	ஒமன்டி
dlamini	லமினி
djeyran	ஜெய்ரன்
djallon	ஜல்லொன்
djalili	ஜலிலி
dipperu	இப்பெரு
dimmidi	இம்மிடி
dharini	ஹரினி
dengan	டெங்கன்
dendral	எண்ட்ரல்
dendles	என்ட்லெஸ்
delphis	டெல்பிஸ்
delmars	எல்மர்ஸ்
delling	எல்லிங்
delevan	எலெவன்
defendi	எஃபெண்டி
deerman	ஏர்மன்
deeloor	ஏலோர்
deakins	எஅகின்ஸ்
dattani	அத்தனி
dastaan	அஸ்தான்
daruvar	அறுவர்
darpana	அர்பன
darleen	அர்லேன்
darijan	அரிஜன்
daraiya	அறைய
danyang	அன்யங்
danning	அன்னிங்
danilin	அனிலின்
daneeka	அனேக
dammara	அம்மர
damelin	அமெலின்
dallas	டால்லஸ்
dalisan	அலிஸன்
dalavan	அலவன்
dalavai	அளவை
daivari	ஐவரி
curundu	உருண்டு
currere	சுற்றே
culleen	உள்ளேன்
crossan	ரொஷன்
croonin	ரோனின்
crookam	ரோகம்
crennan	ரென்னன்
craford	ரஃபொர்ட்
crackin	ரச்கின்
coorang	ஓரங்
coolaid	ஓலைட்
cookman	ஓக்மன்
coocoon	ஓசோன்
commare	சொம்மர்
cleland	லெலண்ட்
clancar	லன்சர்
clairee	லைரே
claines	லைனெஸ்
citomon	சிதோன்
cingur	சிங்குர்
chopins	ஹொபின்ஸ்
chirini	ஹிரினி
chillar	ஹில்லர்
cheslav	ஹெஸ்லவ்
chellin	ஹெல்லின்
cheevel	ஹேவெல்
cheeloo	ஹேலோ
chaucer	ஹௌசெர்
chassin	ஹஷின்
charran	ஹர்ரன்
charpin	ஹர்பின்
charman	ஹர்மன்
charita	ஹரித
charita	ஹரித
chardin	ஹர்டின்
champan	ஹம்பன்
chammal	ஹம்மல்
chalkin	ஹல்கின்
chakkar	ஹக்கர்
chaiman	ஹைமன்
chaalai	ஹாலை
cetiya	செல்திய
cervina	செர்வின்
cenrana	என்றன
celata	செல்லத
cayanan	அயனன்
cavarna	அவர்ண
cavalli	சால்லி
cattini	அத்தினி
catteni	அத்தெனி
cattani	அத்தனி
catatan	அததன்
cassisi	அஸ்ஸிஸி
casalis	சாலிஸ்
carleen	அர்லேன்
carkoon	அர்கோன்
caranam	அரணம்
caracul	அரசுள்
capulin	அபுளின்
cantuna	அந்துன
cantoni	அந்தொனி
cantara	அந்தர
cantaba	சந்தா
cannici	அன்னிசி
campoli	அம்பொலி
camplin	அம்ப்ளின்
campala	அம்பல
camilla	சமில
camerik	அமெரிக்
camelin	அமெலின்
calleen	அல்லேன்
callari	அல்லரி
calhoon	அல்ஹோன்
caldini	அல்டினி
calavar	அளவர்
cacalin	அசலின்
Ɓuuriya	ஊரிய
byungki	யுங்கி
buyantu	உயந்து
busscar	உஷ்சர்
bulleen	உள்ளேன்
bulavin	உழவின்
budaiya	உடைய
bsteeya	ஸ்தேய
brooman	றோமன்
briskin	ரிஸ்கின்
brikama	ரிகம
brennin	ரென்னின்
brennan	ரென்னன்
brennan	ரென்னன்
brendel	ரெண்டெல்
brattan	ரத்தன்
brassin	ரஸ்ஸின்
brassel	ரஸ்ஸெல்
branner	ரன்னெர்
