yoka	โยคะ
uruba	รุบะ
ursum	อรสุม
ursis	รสิส
ursin	รสิน
ursal	อร์ซัล
urola	โรลั
urnes	อร์เนส
urnen	รเนน
urmat	รมัธ
urmas	อร์มัส
urman	รมัน
urlas	อร์ลัส
urkil	รกิล
urkel	อร์เคล
uriya	อริยะ
urima	ริมั
urich	ริจ
uribe	ริเบ
urhan	อรหัน
urhai	อร์ไฮ
urfin	อร์ฟิน
urewe	เรเว
ureta	เรทั
urdal	รดัล
urang	อรัง
urana	ระณะ
urals	รอัลส์
urali	รัลอิ
urael	แรล
urach	อรัช
urabi	ระบิ
uraba	ระบะ
upman	ปมัน
upita	ภิทั
upati	ภัติ
upass	ผัสส
upang	ปั้ง
unwin	นวิน
unwan	นวัน
untuk	นทุก
untuk	นทุก
unton	นท้อน
unril	นริล
unrii	นรี่
unrat	นรัฐ
unrak	นรัก
unpan	นพัน
unold	โนล์ด
unnat	นนัท
unnat	นนัท
unnan	นนัน
unmak	นมัก
unkel	นเคล
unkal	นกัล
unitt	นิฏฐ
uniti	นิติ
uniti	นิติ
unist	นิษฐ
unida	นิดั
ungor	งอร์
ungod	งอด
ungmu	งมุ
ungku	งกุ
ungit	งอิท
umont	โมนต์
umong	โมง
umnak	มนัก
umidi	มิดิ
umeki	เมกิ
umeda	เมดั
umann	อมันน์
umang	มั้ง
umall	มัลล
umali	มะลิ
umaid	ไมด์
ulman	ลมัน
ullas	ลลัส
ulita	ลิตั
uline	ลิเน
ulich	ลิช
uleta	เลทั
uless	เลสซ์
uldin	ลดิน
uldal	ลดัล
ulban	ลบัน
ulawa	ลัวะ
ulaid	ไลด์
ulaan	ลาน์
úkoly	โขลญ
ukkel	กเคล
ukika	กิกั
ukhaa	คหา
ukert	เกรท
ukena	เคนั
ukawa	กะวะ
uitti	อิทธิ
uhlin	หลิน
ühing	หิ่ง
uhang	ฮั้ง
uewen	อื่น
ūdris	ดริส
udorn	โดร์น
udoff	ดอฟฟ์
udine	ดิเน
udens	เด้นส์
udene	เดเน
udena	เดนั
udell	เดลล์
udeid	เดิด
udall	ดัลล์
udaan	ดาน
uchuu	จู๊
uchoi	โจอิ
uchis	ชิส
uchii	ฉี
uchch	อชช์
ubung	อบุง
ubris	บริส
ubong	โบง
ubila	บิลั
ubell	เบลล์
ubayy	บัญญ
ubaiy	ไบย์
ubaid	ไบด์
übach	บัจ
ubach	บัจ
tyung	ยุ้ง
tysse	ยศเส
tyran	ทรัน
tyone	โยเน
tymas	ยมัส
tylis	ยลิส
tyeli	เยลิ
tydal	อยดัล
twort	วอร์ท
twiti	วิธิ
twiny	วินย
twing	วิ่ง
twilo	วิโล
twiki	วิกิ
twelf	เวลฟ์
twede	เวเด
tuurt	ฑูต
tuure	อูเร
tulok	อุโลก
tsuut	สูท
tsung	สุ่ง
tsung	สุ่ง
tsuer	ทซึ
tsuei	ซึอิ
tsoti	โสติ
tsort	สอร์ท
tsipi	ซิปิ
tsing	สิ้ง
tsina	สินะ
tshan	สหัน
tshak	สหัก
tseyi	เซย์อิ
tseno	เสโณ
tseng	เซง
tsela	เซลั
tsayt	ซัยต์
tsang	สั่ง
tsams	สอัมส
tryal	รอยัล
truus	รูซ
truei	ตรึ
troya	โรยั
trott	ร็ตต์
trota	โรทั
trost	ร็สต์
tront	ร้อนต
trong	รอง
troma	โรมั
troki	โรกิ
troka	โรคั
trods	โรดส
tritt	ริทตฺ
triti	ริฒิ
triss	ริสซ์
tripi	รอิพิ
trika	ริกั
trift	ริฟต์
trets	เรตส์
trest	เรสท์
treon	อเร็น
treni	เรณิ
treng	เรง
trene	เรเน
trell	เรลล์
trede	เรเด
trant	รอันท์
traks	รักษ์
traki	รอะกิ
traip	ไรป์
trabi	ระบิ
trabb	ระบบ
traba	ระบะ
traas	อราส
traal	อราล
toson	โอโซน
toron	ตรอน
torke	ออร์เค
tordu	โตรด
topol	โอพอล
tonsa	โทสะ
toho	โทโช
tocho	โอโช
tmall	มัลล
tlaib	ไลบ์
tkuma	คุมั
tkach	กั๊ช
tisue	อิซึ
tisra	อิสระ
tippe	อิปเป
tinne	ติเน
tingi	อิงิ
tinca	ทินั
tiito	อีโต้
tichy	อิจญ์
ticho	อิโช
thots	ฮ็อตส
thost	โหสถ
thond	โหนด
thoki	โฮกิ
thiri	หิริ
thind	ฮินด์
thilo	ฮิโล
theod	เฮ็ด
theng	เห้ง
thein	เฮิน
theil	เฮิล
thedi	เฮดิ
thawr	หัวรอ
thann	ฮันน์
thals	ฮัลส
thall	ฮัลล์
thais	ไฮส
thain	ไฮน์
thail	ไหล
thaer	แฮร
thach	ฮัจ
thaad	หาด
tello	เอลโล
telde	เอลเด
tekra	เอกระ
tchow	โจว์
tchin	อชิน
tchen	เจน
tchan	อชัน
tchai	ไช่
tchad	ชัฎ
tatta	อัตถะ
tatom	อะตอม
taren	ะเรน
tarea	ะเระ
tantr	อันตร
tampi	อัมพิ
tamir	ไทร
tamai	อะไม
talya	อัลญะ
talst	อัลสธ
talek	อะเลค
talba	อัลบะ
talam	อะลัม
takri	อัคริ
takko	อักโข
taiki	ไอคิ
taiba	ไอบะ
tadel	อะเดล
taats	อาตส์
taape	อาเป
taang	อ่าง
taane	าเน
taana	าณะ
taaki	อากิ
taadi	อาดิ
syung	ยุ้ง
syong	โยง
syers	เยร์ส
syech	เยช
sydal	อยดัล
swiny	วินย
swida	วิดั
sweyn	เวย์น
swett	เวตต์
sweta	เวทั
sweon	เว็น
swent	เว่นธ์
swein	เวิ่น
swati	วัติ
swail	ไวล์
swaik	ไวก์
swaan	ว่าน่
swaab	วาบ
suuru	อูรุ
sutri	อุตริ
surai	อุไร
supay	อุภัย
suffi	อุฟฟิ
sudul	ซดุล
stutt	ตุทท์
stura	ธุระ
stupp	ทุพฺภ
strus	ตรุษ
strud	ทรุด
strom	ตรอม
strik	ทริก
strid	ทริด
strib	ทริบ
stras	ทรัศ
stran	ทรัน
stram	ทรัม
strab	ทรับ
straa	ธรา
stort	ทอร์ต
storn	ทอร์น
štorm	โทรม
stord	โตรด
stolt	ตอลต์
stolo	โธโล
stolk	ทอล์ก
stoki	โทคิ
stoff	ทอฟฟ์
stoch	โทช
stobe	โทเบ
stitt	ติตถ
stirb	สถิร
stine	ติเน
stina	ทินั
stila	ติลั
stich	ทิจ
sthal	สทัล
steyn	เทย์น
sterl	เทรล
stene	เธเน่
stemp	เทมป์
stelt	เตลท์
steka	เตกั
steis	เทิส
steir	เทิร์
stedt	เตดท์
stanu	ทะนุ
stala	ตะละ
stait	ไทท์
staes	แทซ
staen	แท่น
stael	แตล
stach	ตัช
staar	ตาร์อ
staal	ธาล
staaf	ทาฟ
staad	ธาด
staab	ทาบ
ssolo	โซโล่
srota	โรทั
sroka	โรคั
srima	ริมั
sreng	เรง
srbik	รบิก
sraya	ระยะ
srang	อรัง
srach	อรัช
sprot	ปรอท
spris	พริซ
sprak	ปรัก
šport	ปอร์ท
sporn	พอร์น
spong	โปง
spole	โปเล
splod	ปลอด
spiti	พิธิ
spisy	ศิษย
spiru	พิรุ
spiri	พิริ
spini	ปิณิ
sping	พิง
spert	เพรท
sperr	เพรร์
spens	เพนส์
speil	เปิ้ล
spatt	พัทธ
spata	ปะทะ
spann	พัณณ์
spang	ปั้ง
spach	ปัช
spaar	ภาร์
spaak	ปาค
sowas	ศวัส
sorto	ออร์โธ
sorre	ออร์เร
sordi	ออร์ดิ
sopan	โสภณ
solms	ออล์มส
soche	โอเช
socha	โอชะ
sobra	โซบะ
snowe	โนเว
snork	นอร์ค
sniks	นิกซ์
sneng	เนง
snell	เนลล์
snair	ในร
snaer	แนร์
smyre	มอยเร
smoki	โมกิ
smits	มิทซ์
smets	เมตส์
smert	เสรฐ
smele	เมเล
smatt	มัทธ
smara	มะระ
smant	มัณฑ
smans	มันส์
smain	ไมน์
smail	ไมล์
smach	มัช
smaak	มาก้
sluus	ลูซ
slone	โลเน
slomp	ล้อมป
slome	โลเม
slokh	ล็กฮ
šlitr	ลิตร
slint	ลินต์
slins	ลินส
sline	ลิเน
slift	ลิฟท์
sliba	ลิบั
sless	เลสซ์
slepe	เลเป
sleng	เล้ง
slawa	ลัวะ
slatt	ลัทธ
slama	ลัมะ
slaid	ไลด์
slaib	ไลบ์
skyum	ขยุ้ม
skwad	กวัด
skuru	คุรุ
skuna	คุณั
skuma	คุมั
skuki	คุกิ
skues	กึส
skrim	กริม่
skrel	ก์เรล
skrap	กรัป
skram	กรัม
skral	กรัล
skrak	กรัก
skowl	ก็วล
skott	กอทท์
skorr	คอรร์
skolt	คอลต์
skola	โคลั
skoko	โกโก้
skoki	โกกิ
skoff	กอฟฟ์
skoda	กอดั
skoch	โกช
skiri	คิริ
skind	คินด์
skiko	กิโฆ
skidi	คิดิ
skiba	คิบะ
skern	เกรน
škerl	เกรล
skeng	เก้ง
skemp	เคมพ์
skelp	เกล์พ
skawa	กะวะ
skare	กะเร
skane	คะเน
skaff	คัฟฟ์
skaer	แคร่
skaay	ก่าย
skaar	ขาร
skaal	กาล
sitzt	สิทธ์
sitti	อิทธิ
sirwi	ศิวิ
sirak	อิรัก
sinua	สินะ
simas	อิมัส
simai	อิไม
sikki	อิคคิ
siino	อีโน
sicht	อิชต์
shyan	หยัน
shung	หุ่ง
shuey	ฮึย
shrum	หรุ่ม
shrii	หรี่
shose	โซเซ
shong	โหง่
sholl	ฮอลล์
shmun	หมุน
shlom	หลอม
shiti	หิติ
shiri	หิริ
shilo	ฮิโล
shiis	ฮีส
shewa	เหวอะ
sheti	เหติ
sheok	เฮ็ค
shely	เหลย
shein	เฮิน
sheil	เฮิล
shawk	หัวข้อ
shatt	หัตถ
shant	ฮันต์
shans	ฮันส
shann	ฮันน์
shair	ไหร
shain	ไฮน์
shaim	ไหม่
shail	ไหล
shaif	ไฮฟ์
shaff	ฮัฟฟ์
shaer	แฮร
shael	แหล
shaef	แฮฟ
shach	ฮัจ
shaaw	ฮาว
shaap	หาป
shaan	ห่าน
shaam	ฮาม
shaal	ฮาล
shaad	หาด
shaab	ฮาบ
sflow	สโลว
sfeir	เฟิร์
setti	เอตทิ
serre	เอร์เร
serás	เศรษ
seppi	เอพพิ
senis	สนิส
senai	เใน
semde	เซเด
selu	เซลู
sello	เอลโล
selbe	เอลเบ
seksy	เซคส์
şeker	เอเคอร์
seker	เอเคอร์
seint	ซินธ์
seins	เอินซ์
seins	เอินซ์
segne	เซเน
sedma	เซดั
schut	ชุท
schul	จุฬ
schuf	ชุฟ
schub	ฉุบ
schow	โจว์
schor	โจร์
schop	ช็อป
schir	จิร
schin	อชิน
schil	จิล
schey	เฉย
sches	เชส
schep	เชพ
schem	เจม่
șchei	เชิ่
schei	เชิ่
schea	เชะ
schaw	จั๋ว
schat	ฉัฐ
schar	ชัร
schan	อชัน
scham	ชะอม
schad	ชัฎ
sbiis	บีส
sbert	เบรต
sarsi	ศะศิ
sared	ะเรด
sarea	ะเระ
sarai	อะไร
sanas	อะนัส
salek	อะเลค
saksa	อักษะ
sakri	อัคริ
saket	อะเกต
sakei	สะกิ
saiss	ไอซ์ส
sains	ไอน์ส
saiki	ไอคิ
saich	ใ้ช้
sahma	อะหมั
saheb	แสบ
saffo	อัฟโฟ
saens	แอนส์
saeng	แอง
saedi	แอดิ
sadel	อะเดล
sabel	อะเบล
saaya	อายั
saati	าธิ
saata	ษัทอะ
saara	อาระ
saane	าเน
saale	าเล
saadi	อาดิ
saade	อาเด
ryota	โยธะ
ryoki	โยคิ
ryman	ยมัน
rydal	อยดัล
rweru	เวรุ
rupay	อุภัย
ruffi	อุฟฟิ
ruchu	อุชุ
rroma	โรมั
rouet	รึต
rorke	ออร์เค
ronte	โรเน
ronen	โอนเอน
rolde	ออลเด
rodio	ออดิโอ
rocha	โอชะ
rippe	อิปเป
ringk	อิ้งค์
rimal	อิมัล
rimae	อิแม
ridea	อิเดะ
richy	อิจญ์
richt	อิชต์
rîche	อร์เช
ribis	รบิส
rhyan	หยัน
rhwng	ฮวง
rhind	ฮินด์
rhett	เฮทท์
rhens	เฮนส
resto	เรสท์
resa	เรศา
resan	รสัน
rerngchai	เกรงใจ
renge	เรเน
renai	เใน
reloj	เรโล
rello	เอลโล
rekoi	เรคิ
reker	เอเคอร์
rbati	บัติ
rayad	รอาด
ranna	อันนะ
ranas	อะนัส
rampi	อัมพิ
ramburii	รามบุตรี
ramal	อะมัล
ramai	อะไม
rallo	อัลโล
ralfe	อัลเฟ
ralek	อะเลค
raksa	อักษะ
rakni	อัคนิ
rakki	อัคคิ
rakka	อัคคะ
raich	ใ้ช้
rahma	อะหมั
raffo	อัฟโฟ
radam	อะดัม
rabot	อร์บ็อต
rabii	อะบี
raaya	อายั
raati	าธิ
raard	าร์ด
raans	านซ์
raani	าณิ
raaks	อากศ
raadi	อาดิ
raade	อาเด
raabe	อาเบ
raaba	าบะ
qyuki	ยุคิ
qwest	เวสท์
qwaal	วาฬ
qurai	อุไร
qline	ลิเน
qillo	อิลโล
qchem	เจม่
qbert	เบรต
qatta	อัตถะ
qalah	อัลอะห์
qaeda	แอดั
qades	อะเดส
pyung	ยุ้ง
pyong	โยง
pyone	โยเน
pyman	ยมัน
pylas	ยลัส
pyaas	ยาส์
pyaar	ยอาร์
pwiti	วิธิ
pwene	เวเน
putri	อุตริ
putih	พุฒิ
puppé	ปุพพ
púeri	เปริ
puech	อึช
puchu	อุชุ
ptrot	ทร็อต
ptang	ตั๊ง
psuel	ศึล
psoma	โซมั
psiri	ศิริ
psikh	สิกฮอ
prusy	รุษย
pruet	รึต
prota	โรทั
prola	โรลั
proft	รอฟท์
proba	โรบะ
priya	อริยะ
pritt	ริทตฺ
prist	ริษฐ์
priss	ริสซ์
pring	ริ้ง
prina	อรินั
priff	ริฟฟ์
prich	ริจ
prett	เรตต์
preti	เรทิ
prenn	เรนน์
preng	เรง
prelo	เรโล
prell	เรลล์
preki	เรคิ
prein	เริน
preil	เริล
prava	ปร้า
pratt	รัฏฐ
praid	ไรด์
praen	แรน
praed	แรด
prada	ระดะ
prabu	ระบุ
postu	โพสท์
poson	โอโซน
portò	ปอร์ท
