zoa	ζωα
wagamon	αγάμων
vtornik	τορνίκ
vperiod	περιοδ
volland	ολλανδ
voleron	ολερόν
volenia	ωλένια
vlinder	λίντερ
vlastos	λάστος
vismans	ίσμανς
viridio	ιρίδιο
vindman	ιντμάν
vilaras	ιλαράς
viatron	ιατρόν
vettore	εττόρε
vestale	εστάλη
vestale	εστάλη
vespere	εσπερέ
veranos	έρανος
venetos	ενετός
venetia	ενετία
vendome	εντομή
vendero	έντερο
velious	ήλιους
velbert	έλμπερτ
veichen	είχεν
veerste	εέρστε
vedrana	έδρανα
variana	αριάνα
vaporia	απορια
vapores	άπορες
vandrei	αντρέι
valtera	αλτήρα
vallois	άλλοις
valinda	αλίντα
valigie	αλιγιέ
valesio	αλέσιο
valania	αλανία
uthandi	θάντι
usinger	σίγκερ
usilton	σίλτον
upinder	πίντερ
upangas	πάγκας
upanama	παναμά
umingan	μιγκάν
umilani	μιλάνι
umataro	ματαρό
ukraina	κράινα
ugorski	γκόρσκι
ucharal	χαράλ
uallach	αλλάχ
tsubota	σύβοτα
tsoures	σούρες
tsouras	σούρας
tsoukas	σούκας
tsander	σάντερ
tsamiko	σαμικό
tsabari	σαβαρί
trouten	ρούτεν
trousse	ρούσση
troumba	ρούμπα
troster	ρόστερ
trostan	ροστάν
trosses	ρώσσης
tronson	ρόνσον
troland	ρολάντ
troilos	ροϊλός
tritico	τρίτιο
trinder	ρίντερ
trimbak	ρίμπακ
trigonometria	τριγωνομετρία
trianon	ριάνον
trenner	ρέννερ
trenier	ρένιερ
treiben	ρέιβεν
trapani	ραπάνι
tralles	ράλλης
traiman	ράιμαν
tourzel	ουρζέλ
tourane	ουράνη
tommasi	όμμασι
tombazi	ομπάζι
tomales	ομαλής
tolland	ολλανδ
tobana	τζοβάνα
titalia	ιταλία
tingman	ίγκμαν
timori	τιμωρία
timere	τριμερή
tiberia	ιβηρία
teteron	ἕτερον
testera	εστέρα
teschen	ἔσχεν
ternata	τέρατα
termina	ερμίνα
termera	ερμέρα
tengene	εγγενή
tendero	έντερο
tendara	εντάρα
telenor	έλενορ
teleios	ήλειος
tegesta	έγεστα
taurion	αύριον
tatakes	ατάκες
tartous	άρτους
tarmidi	αρμίδι
tariana	αριάνα
tarchon	αρχων
tarchaneiotes	ταρχανειώτης
tarango	αραγκό
taranda	αράντα
tarakan	αρακάν
tapales	απαλές
tanoche	ανοχή
tankara	ανκάρα
tangela	αγγέλα
tandler	άντλερ
tamiras	αμιράς
tambram	άμπραμ
tamanda	αμάντα
talison	άλισον
talisia	αλίσια
talinda	αλίντα
talbert	άλμπερτ
talbani	αλμπάνι
tagaste	αγαστή
tagalas	αγαλάς
tabares	αβαρές
strofen	τροφήν
strella	τρέλλα
strelas	τρέλας
strates	τράτες
stratas	τράτας
stranos	τρανός
stranks	τρανκς
stranda	τράντα
straboromanos	στραβορωμανός
stornes	τορνές
stormen	στώμεν
stergiopoulos	στεργιόπουλος
stennis	τέννις
stennes	τεννές
stengel	τέγκελ
stender	τέντερ
stenden	τεντέν
stelson	τέλσον
stelios	τέλιος
stelara	τελάρα
stefanopoulos	στεφανοπουλος
stefana	τεφανά
statler	τάτλερ
stasinopoulou	στασινοπούλου
starski	τάρσκι
starner	τάρνερ
stanner	τάννερ
stamatopoulos	σταματόπουλος
stamata	τάματα
stachus	ταχύς
stacher	ταχήρ
sproson	πρώσων
spondon	πόντον
splaine	πλαϊνή
spindel	πίντελ
speeton	πέητον
spaxton	πάξτον
sparton	πάρτον
spaniol	πανιόλ
spanier	πανιερ
spanden	παντέν
souther	ούθερ
sounion	ούνιον
sotilas	σώτιας
soriana	οριάνα
sorasak	ορασάκ
somerie	ομεριέ
somborn	όμπορν
soligas	ολίγας
snelson	νελσον
smolina	μολίνα
smithra	μίθρα
smetona	μέτωνα
smendes	μεντής
smartin	μάρτιν
smartha	μάρθα
slipman	λιπμάν
slindon	λίντον
slimani	λιμάνι
slegato	λεγάτο
slatino	λατινο
slatina	λατίνα
skylane	κυλάνε
skouras	κούρας
skoulas	κούλας
skoufas	κούφας
skotino	κότινο
skisser	κίσσερ
skinder	κίντερ
skelton	κελτών
skappel	κάππελ
skandor	κάντορ
skandia	κάνδια
skander	κάντερ
skainan	καϊνάν
singman	ίγκμαν
sindika	ινδικά
sindian	ίντιαν
simonyi	σιμόνι
simonii	σιμόνι
siberia	ιβηρία
siamea	σιαμέζα
sestero	εστέρο
serrera	ερρέρα
serenia	ερηνιά
sendera	έντερα
sendara	εντάρα
selbert	έλμπερτ
seikei	σεϊκέλι
segesta	έγεστα
schorta	χόρτα
schomer	χόμερ
scholte	χόλτε
schlomo	χλωμό
schious	χίους
schertz	χερτζ
scherli	χέρλι
scheria	χεριά
schenke	χένκε
scheler	χέλερ
schekel	χέκελ
schein	σχέσιν
scheile	χείλη
scheere	χέερε
scheder	χέδερ
scheben	χέβεν
schatzi	χατζί
schatze	χατζη
scharti	χαρτί
scharte	χάρτη
scharon	χάρων
scharin	χάριν
schanke	χάνκε
schania	χανιά
schally	χάλλυ
schalke	χαλκή
schalit	χαλίτ
schalet	χαλέτ
schaler	χάλερ
scalata	σαλάτα
saxones	άξονές
sasines	ασίνης
sarsana	αρσανά
sarnese	άρνησή
sarnaki	αρνάκι
sarmada	αρμάδα
saritha	αρίθα
saranda	αράντα
saranai	σαρναί
sarames	άραμης
sarakan	αρακάν
sarabia	αραβια
sapores	άπορες
sapeira	άπειρα
sanskar	άνσκαρ
sannino	άννινο
sanitas	ανίτας
sangane	αγγάνη
sangale	αγκάλη
sandron	άνδρών
sandras	ἄνδρας
sandora	ανδόρα
sandoni	άντονι
sandone	αντώνη
sandler	άντλερ
sandile	αντιλέ
sandias	αντιάς
sandero	άνδηρο
sandeia	άντεια
sammelt	σάμμετ
sammata	άμματα
samiran	αμιράν
sambari	αμπάρι
samanes	αμανές
saltzer	άλτζερ
saltman	άλτμαν
saltair	αλτάιρ
salopia	αλωπία
salonia	αλώνια
salimos	άλιμος
salimia	αλιμιά
salians	αλιάνς
salbert	άλμπερτ
salamos	άλαμος
salaman	αλαμάν
sagaste	αγαστή
saedani	αηδάνι
sabaton	άβατον
sabates	άβατες
sabanas	αβάνας
sabalos	αβάλος
saachen	ααχεν
rplanet	πλάνετ
rousion	ουσίων
rourkes	ουρκές
rotundi	ρουντί
rothman	οθμάν
rosteri	ρόστερ
romilia	ομιλία
romeros	όμηρος
romeria	ομηρία
rolland	ολλανδ
roligon	ολίγων
robidas	οβίδας
ritolat	ρίτολα
rimbert	ίμπερτ
resties	εστίες
resters	έστερς
reschen	ἔσχεν
renalia	ενάλια
remotus	ρέμους
rembert	έμπερτ
relache	έλαχε
reisner	έισνερ
reiches	ειχεσ
reichen	είχεν
reichen	είχεν
regioun	ρήγιον
refraze	έφραζε
reforma	εφορμά
redones	ηδονής
rauchan	αϋχάν
rastros	άστρος
rassias	άσσιας
raniero	ανίερο
raniere	ανίερη
randoni	άντονι
randone	αντώνη
randolf	άντολφ
randler	άντλερ
randers	άντερς
rameses	άμεσης
ralston	άλστον
rallina	ραλλία
raisner	άισνερ
raisman	άισμαν
rainger	άιγκερ
raineyi	ραίνει
rainder	άιντερ
railton	άιλτον
raicher	άιχερ
rafeles	αφελές
radonia	αδωνία
radames	αδάμης
rachmat	αχμάτ
qazaria	αζαρία
qalatos	άλατος
psychometrika	ψυχομετρικά
psellos	σέλλος
psathas	σάθας
psarras	σάρρας
proussa	ρούσσα
protten	ρόττεν
pronomiouchos	προνομιούχος
pronger	ρόγκερ
promiri	ρομίρι
proitos	ροίτος
pristis	πίστις
prindle	ρίντλε
primada	ριμάδα
prenner	ρέννερ
prenger	ρέγκερ
prendes	ρέντης
preiner	ρέινερ
pratti	πράττει
pragian	ραγιάν
prachim	ραχίμ
poundon	ουντόν
pouilly	ουίλλυ
portner	όρτνερ
porthos	ορθός
porsena	ορσενά
pompona	πομόνα
polytechneiou	πολυτεχνείου
polumbo	ολύμπω
polster	όλστερ
polland	ολλανδ
polita	πολίτας
poligon	ολίγων
polaria	ολαρία
plouton	λούτον
plourde	λούρδη
plotner	λότνερ
plester	λέστερ
pleskei	πλέκει
plender	λήντερ
plenart	λέναρτ
platini	λατίνι
plastik	λαστίκ
planeri	πανέρι
peuchen	ευχήν
petrokokkinos	πετροκόκκινος
pesties	εστίες
pestera	εστέρα
perrino	έρρινο
permis	πέρμιας
permina	ερμίνα
perlich	έρλιχ
periban	εριβάν
perdone	περόνε
perchia	ερχία
pendour	εντούρ
pelusia	ηλύσια
pelster	έλστερ
pelouse	έλουσε
pelliot	έλλιοτ
peisner	έισνερ
peirene	ειρηνη
pedrano	έδρανο
pechino	εχίνο
pattala	αττάλα
patheos	άθεος
patheon	άθεων
pastika	αστικά
parthenopaios	παρθενοπαίος
partenkirchen	παρτενκίρχεν
parreno	αρρενο
parkton	άρκτων
parisii	παρισι
pariani	αριάνι
pardlo	παρδαλό
parchim	αρχιμ
parches	αρχεσ
paramar	πάρμαρ
parages	αράγης
paradou	αράδου
papathanasiou	παπαθανασίου
papanastasiou	παπαναστασίου
panthia	ανθία
panoche	ανοχή
pangola	αγκόλα
panemos	άνεμος
pandrea	ανδρέα
pandolf	άντολφ
pandera	άνδηρα
pandeia	άντεια
pandara	αντάρα
panasas	ανάσας
panania	ανανία
pamisos	αμισός
pamelia	αμέλια
palmira	αλμίρα
pallert	άλλερτ
palatas	αλατάς
palamos	άλαμος
palagia	αλάγια
pakidas	ακίδας
paisner	άισνερ
paisios	αισίως
paionia	αιωνία
pagones	άγονης
paerata	αεράτα
padonia	αδωνία
pachino	αχινό
otrebor	τρέβορ
ōtomari	τομάρι
othelia	θηλιά
otellos	τέλλος
östrand	στραντ
ostrand	στραντ
ostoria	στορία
osterns	στερνς
osterna	στερνά
ostasio	στασιό
ostanes	στάνες
ospital	σπίταλ
oskaria	σκαριά
osemele	σεμέλη
orlani	ορλάντι
orizari	ριζάρι
orianka	οριακά
orender	ρέντερ
orbatus	όρμπατς
opteron	πτερόν
oprisko	πρίσκο
opolski	πόλσκι
opolski	πόλσκι
operaia	περαιά
openaki	πενάκι
opelika	πηλίκα
oparara	παραρά
oostrom	όστρομ
ondinas	ντίνας
ondimba	ντίμπα
ondiara	ντιαρά
omotola	μοτόλα
omissa	κόμισσα
ominami	μινάμι
omikron	μικρόν
ōmikami	μικάμι
omikami	μικάμι
omation	ματιών
omarion	μαριών
omarama	μαραμά
olustra	λύστρα
olinder	λίντερ
olender	λήντερ
okolona	κολώνα
okeanu	ωκεανού
ogoulou	γκουλού
ogerman	γκερμάν
ochroma	χρωμα
obringa	βρίγγα
obrecht	μπρεχτ
oberton	μπέρτον
oberman	μπέρμαν
oberlin	μπέρλιν
obarski	μπάρσκι
ntelabi	τελάβι
nouriel	ουριήλ
normous	όρμους
noreste	ορέστη
nopadon	οπαδών
nongoma	όγκωμα
nomadas	ομαδασ
nolland	ολλανδ
nkomati	κομάτι
nisland	ισλανδ
niketas	ικέτας
ngalera	γαλέρα
nestene	έστηνε
nessoi	νεοσσοί
nespoli	εσπολι
nesmond	έσμοντ
nerrina	έρρινα
nerlich	έρλιχ
nerland	έρλαντ
nengone	εγγονή
neliana	ηλιάνα
nelbert	έλμπερτ
nedelia	ντέλια
nchanga	χάγκα
nazaria	αζαρία
nassour	ασσούρ
narseos	άρσεως
narmada	αρμάδα
nariman	αριμάν
nararat	αραράτ
naranda	αράντα
narakas	αρακάς
naptera	άπτερα
nannita	αννίτα
nandika	αντίκα
nanairo	αναιρώ
mystere	υστερη
mousie	μουσικη
mourani	ουρανί
mounder	ούντερ
motongo	οτόγκο
mothone	οθόνη
mothman	οθμάν
moscheo	όσχεο
mormond	όρμοντ
morlani	μορλαί
morisma	όρισμά
moriana	οριάνα
morgion	οργιών
morgane	οργάνη
moraton	ορατών
momferratikos	μομφερρατικός
momerie	ομεριέ
mombert	όμπερτ
molster	όλστερ
molland	ολλανδ
moisio	μοϊσίου
mochlos	όχλος
mndende	ντεντέ
mlimani	λιμάνι
mkindia	κιντιά
mkalles	καλλής
minoses	ίνωσης
milners	μίλνερ
milingo	ίλιγγο
milchan	ιλχάν
michalopoulos	μιχαλόπουλος
michaloliakos	μιχαλολιάκος
meuchen	ευχήν
metali	μετάλιο
metaire	έταιρη
mestari	μεσάρι
merthan	ηρθαν
merrino	έρρινο
meropis	μέροψ
merkte	μερκάτη
meridon	έριδων
meriani	μέριαν
merardo	εράρδο
mengoni	εγγόνι
menetia	ενετία
meneses	ένεσης
meltham	έλθαμ
melones	ελώνης
mellita	μελίτα
melaena	μέλανα
meisner	έισνερ
meisan	μείωσαν
meines	μείνεις
meiden	μέιντεν
megalokonomou	μεγαλοκονόμου
megalexandros	μεγαλέξανδρος
medrano	έδρανο
medison	έδισον
mbourou	βούρου
mbororo	μπορόρο
mbelini	μπελίνι
mbariko	βαρικό
mbarara	μπαράρα
mbaraki	μπαράκι
mbaraka	μπαράκα
maurogordatos	μαυρογορδάτος
matzia	μάτζικα
mattila	αττίλα
matthis	ατθίς
mattala	αττάλα
matheos	άθεος
mathena	αθή­να
mataskelekele	ματασκελέκελε
mastras	αστράς
masoura	ασούρα
masonii	μασονί
martios	άρτιος
martias	άρτιας
marroni	μαρώνι
marreno	αρρενο
markton	άρκτων
marketo	αρκετό
marketa	αρκετά
mariti	μαριτίμ
maritha	αρίθα
marista	άριστα
marinen	μαρίνη
marieta	αριέτα
maridas	αρίδας
mariano	αριανό
mariani	αριάνι
mariane	αριανή
mariana	αριάνα
margote	αργότε
margine	αργίνη
marchon	αρχων
marchen	ἀρχὴν
marchan	αρχάν
marbore	άρμπορε
marazan	άραζαν
maranda	αράντα
maragon	αραγόν
manthei	ανθεί
mannino	άννινο
manitas	ανίτας
maningo	ανιγκό
manimal	άνιμαλ
mangona	αγκόνα
manetho	άνηθο
mandrou	άνδρου
mandrie	αντριέ
mandria	άντρια
mandres	ἄνδρες
mandras	ἄνδρας
mandoni	άντονι
mandler	άντλερ
mandile	αντιλέ
mandika	αντίκα
manders	άντερς
mandera	άνδηρα
mandela	αντέλα
mandara	αντάρα
mamilla	αμιλλα
mamador	αμαδόρ
maltzer	άλτζερ
maltman	άλτμαν
malouet	αλουέτ
malonzo	αλόνζο
mallios	αλλίως
mallach	αλλάχ
malinda	αλίντα
malikat	μάλικα
malieis	αλιείς
malians	αλιάνς
malarga	αλάργα
makamba	άκαμπα
makaira	άκαιρα
maisler	άισλερ
maische	αίσχη
mairete	αιρετή
maionia	αιωνία
maiones	αιώνες
maimone	αϊμόνε
mailand	άιλαντ
maikens	άικενς
magoria	αγόρια
magalas	αγαλάς
madonia	αδωνία
madelia	αδελία
machte	μαχητή
machate	αχάτη
louisae	λουίσα
lotzen	λούτζεν
lothman	οθμάν
loriana	οριάνα
londone	οντόνε
lolland	ολλανδ
lokanda	οκάντα
logiske	λογική
llorenz	λόρενζ
llorens	λόρενς
llogara	λογαρά
litsios	ίτσιος
listoni	λιστών
lischia	ισχία
lindman	ιντμάν
lindina	ιντινά
limbert	ίμπερτ
liberia	ιβηρία
liangae	λιάγκα
lezioni	λεζιόν
leugene	ευγενή
lesters	έστερς
leshon	λεσχών
lesches	έσχες
leschen	ἔσχεν
lenedra	ενέδρα
lendita	εντίτα
lemmone	εμμονή
lemelle	έμελλε
lemelin	έμελιν
lembert	έμπερτ
lelliot	έλλιοτ
leleges	έλεγες
leisner	έισνερ
leiser	λέιστερ
leferon	έφερον
leende	λεβέντη
ledesma	έδεσμα
lechera	ηχηρά
lebelin	έβελιν
lazaria	αζαρία
laurion	αύριον
latreus	ατρεύς
latonia	ατονία
latens	λάτυενς
