zumi	ずみ
kottawa	オッタワ
koshiki	オシキ
koshibe	オシベ
koshare	オシャレ
koronko	オロンコ
korando	オランド
komitat	コミタ
komatsu	オマツ
kokutan	オクタン
kokotan	オコタン
koikawa	オイカワ
kohanza	オハンザ
kobashi	オバシ
kneeman	ネーマン
knanaya	ナナヤ
kitsuki	イツキ
kishida	いしだ
kirunga	イルンガ
kipushi	イプシ
kinyasu	イニャス
kinematograf	キネマトグラフ
kimochi	イモチ
kimimachizaka	きみまちざか
khingan	ヒンガン
khatira	ハティラ
khatibi	ハティビ
khatami	ハタミ
khassan	ハッサン
kharoti	ハロティ
khangai	ハンガイ
khamudi	ハムディ
khamidi	ハミディ
ketamin	エタミン
kenetto	エネット
keisuke	エイスケ
kchacha	ちゃちゃ
kattika	アッティカ
katsuyo	あつよ
katsuya	アツヤ
katsuto	アツト
katsuta	アツタ
katsumi	あつみ
katsuko	アツコ
katsuki	アツキ
katashi	あたし
kashima	アシマ
kashika	アシカ
kasanga	アサンガ
karzai	カルザイ
kartano	カタノ
karissa	アリッサ
karenia	アレニア
karekin	アレキン
kareena	アレーナ
karatta	アラッタ
karatau	アラタウ
karason	アラソン
kararia	アラリア
karamea	アラメア
karakon	アラコン
karakan	アラカン
karabin	アラビン
karabia	アラビア
kapina	カピーナ
kapija	カピージャ
kaomori	アオモリ
kanyama	アニャマ
kantona	アントナ
kanshin	あんしん
kanrei	カンレキ
kanker	カンケル
kanjera	アンジェラ
kanjari	アンジャリ
kangura	あんぐら
kanchil	カンチ
kanakku	アナック
kamotsu	アモツ
kamangu	アマング
kamachi	アマチ
kakusha	アクシャ
kakitsu	アキツ
kakachi	アカチ
kajaani	アジャーニ
kaizawa	アイザワ
kaiwara	カワラ
kaitake	アイタケ
kaisen	カミセン
kaipara	アイパラ
kadison	アディソン
kadarin	アダリン
kachuga	カチュア
kachiko	アチコ
kabiana	カバナ
kaberia	アベリア
kabeera	アベーラ
jyushin	ユシン
joretsu	オレっ
jizerou	イゼロウ
jirisan	イリサン
jirachi	イラチ
jiimaan	イーマーン
jhandaa	ハンダー
jeureka	エウレカ
jerusha	エルシャ
jarinko	アリンコ
jaraisa	アライサ
jaragua	アラグア
janzeni	ジャンゼン
janshin	あんしん
jannaba	アンナバ
janetto	アネット
janette	アネッテ
janetta	アネッタ
janeiro	アネイロ
jandora	アンドラ
jamatia	アマティア
jamaat	ジャマート
jamaati	アマーティ
iyataka	ヤタカ
ivinson	ヴィンソン
itsutsu	ッッ
itonian	トニアン
itibere	ティベレ
itakura	たくら
itakagi	タカギ
itabira	タビラ
ishizue	しずえ
ishango	シャンゴ
ishaara	シャアラ
isezaki	せざき
isayama	サヤマ
isauria	サウリア
isarnon	イサロン
isadora	サドラ
iritani	リタニ
inuyama	ぬやま
inosuke	ノスケ
inikori	にこり
indongo	ンドンゴ
independiente	インデペンディエンテ
inazuka	なづか
imouran	モウラン
imogiri	もぎり
imerina	メリナ
imanari	マナリ
imamiya	マミヤ
imahara	マハラ
imahama	マハマ
imagina	マギナ
ikonika	コニカ
ikaruga	カルガ
ikarihi	カリヒ
ihakara	ハカラ
igangan	ガンガン
ifukube	フクベ
ieremia	エレミア
ichishi	チシ
ichiro	ニチロ
ichiran	チラン
ichidai	ちだい
ibaraki	バラキ
ibaragi	バラギ
humaita	ウマイタ
huanpei	はんぺい
hramada	ラマダ
hoshana	オシャナ
horomia	オロミア
hongru	ホンゴル
homaira	オマイラ
hokutan	オクタン
hitachi	イタチ
hisshi	しっし
hishuru	イシュル
hisashi	イサシ
hindsii	ヒンディー
himetataraisuzu-hime	ヒメタタライスズヒメ
himeria	イメリア
hikenai	イケナイ
hiiraan	イーラーン
higuchi	いぐち
higuain	イグアイン
hiberia	イベリア
hibaru	しばる
heureka	エウレカ
hettore	エットレ
heredia	エレディア
herauma	ヘルマ
hentori	エントリ
henrike	エンリケ
hennigi	ヘンニー
henige	ヘンニゲ
heisuke	エイスケ
hedison	エディソン
hazuwan	アズワン
hazuria	アズリア
hayatae	ハヤテ
hauraki	アウラキ
hatsuyo	あつよ
hatsumi	あつみ
hatsuko	アツコ
hatsuki	アツキ
hashima	アシマ
ḥaraman	アラマン
harakan	アラカン
harahan	アラハン
haradin	アラディン
hanshin	あんしん
hanedae	ハネダ
handaka	アンダカ
hamidou	アミドゥ
hamara	シャマラ
hamakua	アマクア
hamagin	アマギン
hakusho	アクショ
hakuchi	アクチ
hageman	アゲマン
hachiko	アチコ
habonde	アボンデ
haasana	アーサナ
gyamama	ヤママ
gyaaman	ヤーマン
gwangmu	望む
gurumaa	ウルマー
grossen	ロッセン
grossen	ロッセン
grossa	グロッサ
gronchi	ろんち
gritten	リッテン
grinden	リンデン
gresson	レッソン
greenin	レーニン
greeman	レーマン
gratten	ラッテン
gramita	ラミタ
graefe	グラエフェ
goshiki	オシキ
goshen	ゴシェン
goroshi	オロシ
gorochu	オロチュ
gorenko	オレンコ
giengen	イェンゲン
ghassan	ハッサン
ghasemi	ハセミ
ghasemi	ハセミ
ghaniya	ハニヤ
ghandia	ハンディア
ghanchi	ハンチ
ghanada	ハナダ
ghamidi	ハミディ
ghakari	ハカリ
geryon	ゲリュオン
gerissa	エリッサ
gerenia	エレニア
geremia	エレミア
geregia	エレギア
gerando	エランド
genbaku	エンバク
gegeven	ゲゲーン
gediman	エディマン
garissa	アリッサ
garessa	アレッサ
garante	アランテ
garanta	アランタ
gapperi	がっぺい
ganfisa	アンフィサ
gananda	アナンダ
gabotto	アボット
gabante	アバンテ
gabadon	アバドン
fukatsu	うかつ
fuchida	ウチダ
frusen	フェルセン
frotten	ロッテン
fresson	レッソン
fremano	レマノ
freeden	レーデン
frecha	フレチャ
fratino	ラティノ
frantan	ランタン
franchi	ランチ
fitchen	イッチェン
fetidae	フェティダ
ferebee	エレベー
fariseo	アリセオ
faretta	アレッタ
farasan	アラサン
faraona	アラオナ
faranda	アランダ
farahan	アラハン
fantoni	アントニ
fangora	アンゴラ
famadou	アマドゥ
fabijan	アビジャン
etorofu	トロフ
etajima	タジマ
esangui	サングィ
eroica	エロイチャ
eregion	レギオン
epitiro	ピティロ
epishin	ピシン
eotaria	オタリア
enedina	ネディナ
emosson	モッソン
emosaku	モサク
emesene	メセネ
emerito	メリト
ekotoba	ことば
eimeria	イメリア
egregia	エレギア
eginton	ギントン
edessan	デッサン
écheman	徹マン
echandi	チャンディ
eburoni	ブロニ
dzhangi	長い
dwaraka	ワラカ
duniya	ドゥニヤ
dukati	ドゥカティ
dromana	ロマナ
dritto	ダリット
dritten	リッテン
drippin	リッピン
dressen	レッセン
dramune	ラムネ
draaben	ラーベン
dovere	ドヴェレン
dottori	おっとり
dorinda	オリンダ
doriana	オリアナ
dorato	ドラウト
dorando	オランド
donetti	オネッティ
djumaya	ジュマヤ
djuanda	ジュアンダ
djingbe	競べ
diyinii	ディーニー
diveria	イヴェリア
dikemen	イケメン
diessen	イェッセン
dharama	ハラマ
dhanada	ハナダ
dhaagon	ハーゴン
denisae	デニサ
denetsu	エネツ
deneken	エネケン
deganya	エガニャ
defens	デフェンサ
defendi	エフェンディ
darissa	アリッサ
darebin	アレビン
daragon	アラゴン
daponte	アポンテ
danette	アネッテ
danetta	アネッタ
dandora	アンドラ
dandaka	アンダカ
dammiru	ダミル
daishin	アイシン
daimaru	アイマル
dagashi	アガシ
dabashi	アバシ
daaraan	アーラーン
crupina	ルピナ
crosson	ロッソン
crossen	ロッセン
croonin	ローニン
crochen	ロチェン
croatan	ロアタン
cresson	レッソン
cremera	レメラ
cremano	レマノ
creegan	レーガン
creeden	レーデン
craveri	ラヴェリ
cottora	オットラ
corongo	オロンゴ
corinda	オリンダ
coretto	オレット
corario	オラリオ
coranda	オランダ
condori	おんどり
cochise	おちせ
chucho	ちゅうちょ
chouro	チョクロ
choukou	ほうこう
chouhou	ホウホウ
choshii	ほしい
chongxi	チョンギ
chonchi	ほんち
chizuru	ひずる
chiyoko	ひよこ
chiyako	ひやこ
chitose	ひとせ
chisago	ヒサゴ
chiriji	チリー
chinden	ヒンデン
chikuma	ヒクマ
chikita	ヒキタ
chikage	ひかげ
chiharu	ヒハル
chihara	ひはら
chidori	ヒドリ
chichon	ヒチョン
chicago	チアゴ
chibana	ひばな
chekide	へき地
chechon	ヘチョン
chebito	何びと
chawans	茶わん
chassan	ハッサン
charito	ハリト
chanuka	ハヌカ
changyu	ハンギュ
chandia	ハンディア
chanchu	ハンチュ
chakari	ハカリ
ceretto	エレット
cerenia	エレニア
centore	エントレ
caronia	アロニア
carissa	アリッサ
cariani	アリアニ
caresse	アレッセ
caraman	アラマン
carakan	アラカン
caragan	アラガン
carabia	アラビア
canzani	アンザニ
cantore	アントレ
cantoni	アントニ
cantona	アントナ
canetto	アネット
candore	アンドレ
camondo	アモンド
camacha	アマチャ
buyant	ブヤント
burgan	ブルガン
burana	アブラナ
bungeni	ウンゲニ
buganda	ウガンダ
bsharri	シャッリ
brutten	ルッテン
brundin	ルンディン
bruchi	ベルチ
brovina	ロヴィナ
brooman	ローマン
brokken	ロッケン
brittin	リッティン
britten	リッテン
bresson	レッソン
brekken	レッケン
breesha	レーシャ
breeden	レーデン
braven	ボラヴェン
bratten	ラッテン
braigon	ライゴン
bragato	ラガト
bradama	ラダマ
brachio	ラチオ
braaten	ラーテン
bottero	オッテロ
botchan	オッチャン
bosatsu	おさつ
bonetti	オネッティ
boneiru	オネイル
bokoku	ボコック
binondo	イノンド
bientot	ビエント
bidone	ビドーネ
bhasani	ハサニ
bhanage	ハナゲ
bessern	ベッセン
bessei	ベッセリ
beshara	エシャラ
berisha	エリシャ
bergii	ベルギー
bereden	ベーデン
beragon	エラゴン
beneria	エネリア
bendian	エンディアン
beihang	えい航
bedison	エディソン
bcherri	チェッリ
bburago	ブラゴ
bazande	アザンデ
bassari	あっさり
bashuta	アシュタ
bashiru	アシル
basento	アセント
basante	アサンテ
barugon	アルゴン
baronia	アロニア
baretto	アレット
baretta	アレッタ
barazan	アラザン
baratta	アラッタ
barasan	アラサン
baranya	アランヤ
barante	アランテ
baranda	アランダ
baragon	アラゴン
baragan	アラガン
banshin	あんしん
banpaia	アンパイア
bangura	あんぐら
bandoni	アンドニ
bamenda	アメンダ
baigaku	アイガク
baharon	アハロン
bagatto	アガット
babaroa	アバロア
babando	アバンド
babakan	アバカン
azumaya	ズマヤ
azahari	ザハリ
azahara	ザハラ
ayasaka	ヤサカ
avivian	ヴィヴィアン
aurrera	アウレラ
aurita	アムリタ
aurata	アウラータ
atouria	トゥリア
atouman	トゥマン
atorasu	トラス
asuwain	スワイン
asokoro	ソコロ
ashunta	シュンタ
ashouri	守り
ashihei	似合い
ashante	シャンテ
asemani	セマニ
asayama	サヤマ
asawara	サワラ
asaveri	サヴェリ
asateru	サテル
asakusa	サクサ
asakura	サクラ
asahara	サハラ
asagiri	さぎり
asadora	サドラ
arupusu	ルプス
arjuna	アルジュナ
arisuke	リスケ
arigato	リガト
arienzo	リエンゾ
ariano	ガリアノ
aretche	レッチェ
arator	アラトラ
arashio	ラシオ
ararita	ラリタ
arandia	ランディア
arancha	ランチャ
aramis	アラミス
aramata	ラマタ
arahati	ラハティ
aragusu	ラグス
arabati	ラバティ
apikuni	ピクニ
apetito	ペティト
apatani	パタニ
apataki	パタキ
aparora	パロラ
apakura	パクラ
anoshan	ノ山
anikkan	ニッカン
angurosakuson	アングロサクソン
angetan	アネタン
aneirin	ネイリン
andongo	ンドンゴ
andino	アンディーノ
anarumo	ナルモ
anania	アナニヤ
ananaki	ナナキ
anamudi	ナムディ
anamari	なまり
anakaza	ナカザ
amorita	モリタ
amorion	モリオン
amorino	モリノ
amorena	モレナ
amitiée	アミティエ
amisano	ミサノ
amiriya	ミリヤ
amirani	ミラニ
amhara	アムハラ
amerino	メリノ
amerina	メリナ
amerika	メリカ
amateru	マテル
amarufi	マルフィ
amarone	マロネ
amarain	マライン
amantis	アマンティ
amantia	マンティア
amakusa	マクサ
amakasu	まかす
amajika	まぢか
amadori	マドリ
amadore	マドレ
amadora	マドラ
amadiya	マディヤ
akuntsu	クンツ
akokoro	ココロ
akizuki	きずき
akinchi	キンチ
akimoto	キモト
akikuyu	キクユ
akihira	きひら
åkesson	けっそん
akesson	けっそん
akessan	けっさん
akenson	けんそん
akamaru	カマル
akahori	カホリ
akagiri	かぎり
akagawa	カガワ
akabane	かばね
airone	アイローネ
aikitsu	イキッ
aidonia	イドニア
agurain	グライン
aguerra	グエッラ
aguarin	グアリン
agraria	アラリア
aeradio	エラディオ
adorada	ドラダ
adatara	ダタラ
adamian	ダミアン
achiroe	チロエ
abepura	ベプラ
abarran	バッラン
aarushi	ある時
aaronia	アロニア
aakasha	アカシャ
konohanasakuya-hime	このはなさくやひめ
yamatotakeru	ヤマトタケル
uchinaaguchi	ウチナーグチ
tatsunokuchi	たつのくち
takeminakata	タケミナカタ
takamimusubi	タカミムスビ
takamagahara	タカマガハラ
sukottorando	スコットランド
sabaragamuwa	サバラガムワ
rusesabagina	ルセサバギナ
niuatoputapu	ニウアトプタプ
mutsuraboshi	むつらぼし
matsumomushi	マツモムシ
lappeenranta	ラッペーンランタ
khachaturyan	ハチャトゥリャン
khachaturian	ハチャトゥリアン
kanchenjunga	カンチェンジュンガ
independente	インデペンデンテ
iguanodontia	イグアノドンティア
huehuetenango	ウエウエテナンゴ
gunzechoinei	グンゼチョイネイ
chittaranjan	チッタランジャン
bandaranaike	バンダラナイケ
anantapuramu	アナンタプラム
zvieri	ヴィエリ
zuzana	ウザナ
zurara	うらら
zuoren	ウォレン
zumino	ウミノ
zumaia	ウマイア
zubeda	ウベダ
zubara	うばら
zsofia	ソフィア
zouein	オウェイン
zotero	オテロ
zossen	オッセン
zorita	オリタ
zonchi	オンチ
zonata	ゾンタ
zmetie	メティエ
zmanda	マンダ
zissou	いっそう
ziruza	イルザ
zippin	イッピン
zippee	イッペー
zinovi	イノヴィ
zimara	イマラ
ziedan	イェダン
zhoubi	ほうび
zhongu	ホング
zhonghuamen	中華めん
zhisun	ひ孫
zhisui	ヒスイ
zhikou	ヒコウ
zhijun	ヒジュン
zhenpu	ヘンプ
zhenmu	恨む
zhenji	ヘンジ
zhaosu	ハオス
zeugen	エウゲン
zerika	えりか
zerega	エレガ
zepto	ゼプト
zenzai	えんざい
zenora	エノラ
zenobi	エノビ
zenjin	エンジン
zenaga	エナガ
zemiri	エミリ
zefira	エフィラ
zeeman	エーマン
zdenka	デンカ
zdania	ダニア
zawadi	アワディ
zatoka	アトカ
zatara	あたら
zaruma	アルマ
zaruhi	アルヒ
zareka	アレカ
zarawa	あらわ
zarate	アラテ
zarani	アラニ
zaramo	アラモ
zarama	アラマ
zappai	ザッピ
zankou	アンコウ
zangya	あんぎゃ
zandia	アンディア
zanchi	アンチ
zanata	アナタ
zamata	アマタ
zamani	アマニ
zakura	アクラ
zakari	あかり
zaisan	アイサン
zaikin	アイキン
zaidin	アイディン
zaidan	アイダン
zaiban	アイバン
zahari	アハリ
zahara	アハラ
zaguri	アグリ
zagora	アゴラ
zagato	アガト
žagata	アガタ
zadera	アデラ
zabadi	アバディ
zababa	アババ
zaarin	アーリン
zaaren	アーレン
yuzuki	ウヅキ
yuzawa	うざわ
yuzaki	うざき
yutika	ウティカ
yutaka	ウタカ
yurugu	ウルグ
yuriko	ウリコ
yurika	ウリカ
yunnanozoon	ユンナノゾーン
yunfu	ユンファ
yumura	ウムラ
yumeno	ウメノ
yukoku	ウコク
yukiyo	うきよ
yukiko	ウキコ
yuigon	ユゴン
yuguda	ウグダ
yugos	ユゴス
yuezun	ウェズン
yueren	ウェレン
yubari	ウバリ
youyan	オウヤン
yotang	お湯
yoshin	おしん
yoshii	オシー
yosami	おさみ
yoruno	オルノ
yoroku	オロク
yorito	オリト
yoriko	オリコ
yonaka	おなか
yonago	オナゴ
yonaga	オナガ
yokota	おこた
yokaya	オカヤ
yokawa	おかわ
yojiro	オジロ
yohani	オハニ
yohane	オハネ
yohana	オハナ
ykesha	ケシャ
ykenai	ケナイ
yishai	イシャイ
yiruma	イルマ
yinjibarndi	インジバルンディ
yingyu	インギュ
yinchu	インチュ
ybarra	バッラ
yazami	アザミ
yatiya	アティヤ
yasuna	アスナ
yasumi	アスミ
yasuko	あすこ
yassen	あっせん
yasada	アサダ
yaruba	アルバ
yarona	アロナ
yariza	アリザ
yarema	アレマ
yarada	アラダ
yapura	アプラ
yaoyan	ヤヤン
yaoshi	アオシ
yaohan	アオハン
yanyan	アニャン
yantsu	アンツ
yankoo	アンコー
yange	揚げ
yanen	ヤンゼン
yanchi	アンチ
yancha	アンチャ
yanagimachi	やなぎまち
yamura	アムラ
yamini	アミニ
yamaya	アマヤ
yamat	ヤマタ
yamata	アマタ
yamase	あませ
yamani	アマニ
yamagi	アマギ
yamada	アマダ
yakushimaru	マクシマル
yakuma	アクマ
yakoma	アコマ
yakima	アキマ
yakari	あかり
yakami	あかみ
yakama	アカマ
yaiman	アイマン
yaiden	アイデン
yaichi	アイチ
yahood	ヤホー
yahara	アハラ
yahaan	アハーン
yaguri	アグリ
yagoda	アゴダ
yagiri	あぎり
yadira	アディラ
yadana	アダナ
yachin	アチン
yabuta	アブタ
yaadon	アードン
xukuru	ウクル
xuanyi	眩い
xterra	テッラ
xperia	ペリア
ximoko	イモコ
xiguan	イグアン
xhindi	ヒンディ
xapuri	あぷり
xanita	アニタ
xaaron	アーロン
wyatte	ヤッテ
wuorio	ウォリオ
