zya	زيا
sintra	إنترا
sinhar	إنهار
singha	إنغا
sindra	إندرا
sinara	إنارة
sinama	إنَّما
simrad	إمراض
silman	إلمان
silhan	إلهاً
siksay	إكساي
sidrak	إدراك
sidmar	إضمار
sidman	إدمان
sidama	إدامة
shyama	هياما
shubal	هُبَل
shrakh	حراكه
shinma	حینما
shinda	هِنْدَ
shibhi	شِبه
shazha	حازها
shazar	هازار
shayth	حَيث
shayna	هاينا
shayla	هايلا
shayan	هايان
shayam	هايام
shawyn	هاوين
shatha	حاثة
shatan	هاتان
shasta	هاستا
shasky	هاسكي
shaska	هاسكى
shasha	حاشا
sharyn	هارين
sharda	هاردى
sharat	حارات
sharan	حاراً
shanyn	حانين
shanta	هانتا
shanda	هاندا
shanba	حانبة
shanan	هانان
shamba	حامبة
shamar	هامار
shalyn	هالين
shalya	حاليًا
shalka	حالكة
shakya	هاكيا
shakma	حاكما
shakim	حاكِم
shakan	هاكان
shafat	حافات
shadys	هاديس
shadan	حادّاً
shabwa	هابوا
shaban	هابان
sfida	سفیدار
sfarad	فاراد
sbagha	باغة
sayran	ايران
sayans	ايانس
sayana	أيانا
sayama	ايامة
sayaka	أياكا
sawsan	أوسان
sawbah	أوباه
saward	أوارد
sawara	أوارة
sawana	أوانا
sawada	أوادا
sauthr	أُثر
saukra	ساكرا
satyra	أتيرا
satyan	اتيان
sattha	أتتها
sathya	اذية
sathar	اثار
sathan	اذان
satara	اطارا
satana	أتانا
satala	أتالا
sataka	آتاكا
sastry	أستري
sastha	استحى
sassan	أسساً
sashta	أشتا
sasana	أسانا
saryan	آريان
sartan	ارتان
sarsan	أرسان
sarmas	أرماس
sarman	ارمان
sarhan	ارهان
sardam	اردام
sarbaz	أرباز
sarban	اربان
sarbah	ارباح
saraya	أرايا
sarata	أراتا
sarana	أرانا
saraka	اراكة
saraha	اراحة
sarada	أراضى
sanzan	أنزان
sanyas	انياس
santry	انتري
santra	أنترا
santha	انتحى
sansha	انشأ
sansar	أنصار
sansan	انسان
sansal	أنسال
sankar	أنكار
sanjar	انجار
sanjan	أنجان
sandys	أنديس
sandry	اندري
sandra	أندرا
sanday	أنضاي
sandak	آنداك
sanaya	أنايا
sanath	أناث
sanary	اناري
sanand	اناند
sanaka	أناكا
sanada	أنادا
samran	امران
samrah	أمرأه
sambat	أمبات
samata	أماتا
samant	أمَّنت
salyan	ألياً
salway	الواي
salwat	الواط
salwan	ألوان
saltin	التین
saltar	ألتار
saltan	ألتان
salsta	السطة
salqah	القاه
salmys	الميس
salmas	الماس
salman	ألمان
sallaz	اللاز
sallam	اللام
sallal	اللآل
sallah	اللّٰه
salins	الإنس
saliha	الإهة
salias	الیاس
salhab	الهاب
šalata	الَّتى
salana	الآنَ
salams	الامس
salala	الآلى
salaks	الاكس
sakyas	اكياس
saklan	أكلان
sakhri	أخری
sakhar	أخَّر
sajana	أجانا
sajama	أجاما
sahyan	أحيان
sahwah	أهواه
sahata	احاطة
șafran	افران
sadman	ادمان
sadhan	ادهان
sadhak	اضحاك
sadara	ادارة
sadamu	آدَمُ
sabtah	أبتاه
sabran	أبران
sablan	أبلان
sabham	أبهام
sabara	آبارا
sababa	ابابا
sabaan	أبَّان
saata	سَقَطَ
saaman	أَمَّنْ
saalam	أَلَمْ
rystad	يصطاد
rydman	يضمان
ristan	إستان
risman	إسمان
risdal	إسدال
risban	إسبان
risant	إسانت
risafa	إصافة
rinman	إنمان
ribara	إبارا
rgyan	رغيان
razdan	ازدان
raynar	أينار
raynal	أينال
rayman	أيمان
raylan	ايلان
raydan	أيضاً‏
rayana	أيانا
rayada	أيادى
rawash	أواش
rawana	أوانا
raunas	أُناس
ratman	اطمأن
ratlam	أتلام
ratham	أتهام
ratata	اطاطا
ratana	أتانا
raswan	اسوان
rastas	آستاس
rastar	أستار
rastak	استاك
rashba	اشبة
rasham	اسهام
rashab	اسهاب
ransan	انسان
ranjan	أنجان
randys	أنديس
ranada	أنادا
ramtha	أمتها
ramnas	امناس
ramlal	أملال
ramlah	املاح
ramdan	أمداً
ramban	أمبان
ramaty	أماتي
ramath	أماته
ramara	أمارة
ramana	امانا
ramada	أمادا
ralbah	الباح
rakman	أكمان
rakbar	اكبار
rajani	راجان
rajada	أجادة
raitha	اِذا
rahwar	اهوار
rahsan	احسان
rahbar	أحبار
raghna	اغنى
rafadh	أفاده
radman	ادمان
radama	ادامة
rabwah	أبواه
rabdas	أبداس
rabdan	أبداً
rabada	آبادة
raanta	أَنتَ
qwaqwa	وأقوى
quadam	قَدَّم
qflash	فلاش
qaysar	أيسار
qatana	أتانا
qastal	أسطال
qasaba	أصابَ
qaryat	أرياط
qartas	أرطاس
qarsan	أرسان
qarhan	ارهان
qamata	أماتا
qalqaq	القاق
qalhat	آلهات
qadrat	أدرات
pyzdry	يزدري
psilab	سیلاب
psalty	صالتي
prymas	ريماس
prawat	راوات
prakan	راكان
prabha	رابحا
prabhakaran	برابهاكاران
plytas	ليتاس
plinia	لینیا
platyn	لاتين
platak	لاتاك
planas	لاناس
plamya	لامية
plaman	لأمان
pithan	إذاً
pirani	ایرانی
piraha	إراحة
pirada	إرادة
pinzal	إنزال
pinhal	إنهال
pinata	إناطة
pinara	إنارة
pidana	إدانة
phylas	هيلاس
phinda	هِنْدَ
phayer	حائر
phayam	هايام
pharka	حَركة
pharan	حاراً
phanta	هانتا
phanat	حانات
phanae	حانە
phalia	حالیا
phalan	حالاً
pflash	فلاش
pfandl	فاندل
payran	ايران
paynal	أينال
paykan	آيكان
pawnal	أونال
pawlak	أولاك
pawala	أوَّلَ
patram	أترام
pathri	أثرِ
pathar	اثار
patara	اطارا
patana	أتانا
pataha	أتاحة
pastra	أسترة
pashia	پاشا
pashal	اسهال
pasdar	أصدار
pasban	اسبان
pasand	أساند
pasana	أسانا
pasaka	أساكا
parzan	أرزان
parthy	أرثي
partas	أرطاس
parmys	أرميص
parman	ارمان
parkan	اركان
parima	آریما
parhat	أرهات
parham	أرحام
pardal	اردال
parbat	أربات
paraya	أرايا
parana	أرانا
parama	أراما
parakh	أرَّخ
parady	ارادي
panzar	أنزار
panwal	أنوال
pantha	انتحى
pantal	انتال
pantah	انتاح
panjal	أنجال
panjab	أنجاب
pandya	أندية
panday	أنضاي
pandak	آنداك
panaya	أنايا
panart	أنارت
panaka	أناكا
pamyat	اميات
pamban	أمبان
pamana	امانا
pamala	آمالا
paltar	ألتار
paltan	ألتان
palsar	السار
palman	ألمان
pallab	اللاب
palhan	الحان
palbar	ألبار
palaus	الأُس
palata	الَّتى
palarm	ألارم
palara	الارا
palana	الآنَ
palaly	الآلي
pakhra	أخــرى
pakala	أكالة
pahana	أهانة
pahala	أهالى
pagham	أغام
padrys	أدريس
padman	ادمان
padhya	أضحية
padhar	اضهار
padana	أدانا
padams	أدامس
øysand	يساند
owlman	ولمان
owdham	ودهام
owassa	وأسسا
othmar	ذمار
othman	طهمان
othaya	تهاية
otaysa	تايسا
otaman	تامان
osward	سوارد
ostrya	سطرية
ostrat	سترات
osmana	سمانا
oskara	سكارا
oshman	سهماً
oshiwa	شِوَ
oshawa	شأوا
oshara	شارا
oshana	شأنا
orsman	رسماً
orkham	رخام
orjala	رجالًا
ordman	ردمان
oratan	راتان
oranja	رانجا
orahan	راهان
onsala	نسالة
ondara	نضارة
onaway	ناواي
omayra	مايرى
ómassa	مأسسة
omaraj	ماراج
olynyk	لينيك
olynth	لينث
olstad	لستاد
olshan	لشأن
ollard	للأرض
oliana	لِأنَّ
oldman	لضمان
olasky	لأسكي
olanna	لاننا
olands	لاندس
olamam	لامام
okwata	كواتا
oksala	كسالى
ohyama	هياما
ohwada	هوادة
ohlman	حلماً
ohkawa	حكاوى
odhran	دهراً
odalys	داليس
odaira	دایرة
obwald	بوالد
obryan	برياً
obrazy	برازي
oblata	بلاطة
obasan	بأساً
obanda	باندا
obadja	بادجا
oatman	اطمأن
oankar	أنكار
oakman	أكمان
nystad	يصطاد
nyasha	ياشا
nyanya	يانية
nuwara	نوّارة
nkhata	خاطى
niwata	إواتا
nitzan	إتزان
nisman	إسمان
nisaba	إصابةٍ
nirban	إرباً
ninyas	إنياس
ninhar	إنهار
niland	إلاند
niksar	إكسار
nayman	أيمان
nayana	أيانا
nawsha	أوشا
nawras	أوراس
nawfal	أوفال
nawara	أوارة
natwar	اطوار
nathra	أثرة
nathar	اثار
nathan	اذان
natana	أتانا
nataka	آتاكا
nastya	استيا
nastas	آستاس
nastar	أستار
nassan	أسساً
nasrat	أسرات
nasmak	أسماك
nashar	أصهار
nasham	اسهام
narzan	أرزان
nartan	ارتان
narima	آریما
narhan	ارهان
narash	أراش
narara	أرارا
narana	أرانا
naraha	اراحة
narada	أراضى
nanzan	أنزان
nanyar	أنيار
nantah	انتاح
nansha	انشأ
nanman	انمان
nanfan	أنفاً
nanday	أنضاي
nanaya	أنايا
nanata	أناتا
nanaka	أناكا
namtha	أمتها
namtar	أمتارٍ
namdal	أمدال
nambya	أمبيا
namath	أماته
namara	أمارة
naltar	ألتار
nalsar	السار
nakhla	أخلى
nakaya	أكايا
nakash	أكاش
najran	اجران
najmat	أجمات
najbrt	أجبرت
nahyan	أحيان
nahlah	أحلاه
nahdha	احدها
nahdat	أحدات
nahdah	اهداه
nahata	احاطة
nahant	أهانت
naghza	أغزى
naghma	اغمى
naftna	أفتنا
nafsha	أفشى
nafana	أفانا
nadrak	ادراك
nadara	ادارة
nabada	آبادة
naanaa	أَنَا
naaman	أَمَّنْ
myrwyn	يروين
myrtha	يرثى
mwamba	وامبا
mutlaq	مُطلق
mtwara	توارى
mtarfa	طارفة
msryan	سرياً
mranma	رانما
miyata	إياتا
mithra	إثرة
mitham	إتهام
mistry	إستري
misqat	إسقاط
mislan	إسلان
mishar	إشار
mishal	إسهال
mishab	إسهاب
mirtha	إرثا
mirani	ایرانی
mirada	إرادة
minyas	إنياس
mintha	إنثى
minkar	إنكار
minhad	إنهاض
mingly	إڭلي
minaka	إنَّكَ
mimata	إماتة
mimara	إمارة
milyas	إلياس
milyan	إليان
milmar	إلمار
milman	إلمان
milhat	إلهات
milham	إلهام
mildi	میلادی
milana	إلانا
milaha	إلَهَ
milada	إلادا
mihata	إحاطة
mihana	إهانة
midrar	إضرار
midbar	إدبار
mhlaba	حلابة
meisan	میسان
mdash	مدراش
mdanat	دانات
mbwaya	بواية
mblath	ملأته
mbatha	بأذى
mbarak	باراك
mbamba	بامبا
mazyar	أزيار
mazyad	ازياد
mazaka	أزاكا
maysan	ايسان
maynas	ايناس
maylay	ايلاي
maylam	ايلام
mayhar	ايهار
mayhan	أيهان
mayham	ايهام
maydan	أيضاً‏
mayana	أيانا
mayamy	ايامي
mayama	ايامة
mawnan	أونان
mawman	أومان
mawlad	أولاد
mawara	أوارة
matyas	أتياس
matrah	اطراح
matman	اطمأن
mathur	ماذر
mathry	أثري
mathri	أثرِ
mathla	أذلة
mathew	ماثو
matham	أتهام
matawa	اتاوة
matara	اطارا
matala	أتالا
masyaf	أسياف
mastya	استيا
mastny	استني
mastas	آستاس
mastan	استان
masswa	اسسوا
masraf	اسراف
masnad	أسناد
masman	اسمان
masmak	أسماك
maslak	أسلاك
maslah	اصلاح
maskan	اسكان
mashar	أصهار
masham	اسهام
mashad	أشاد
masbat	أسباط
masara	أسارى
masand	أساند
masana	أسانا
masaka	أساكا
masaba	أصابَ
marzan	أرزان
marysa	أريسا
maryna	آرينا
maryat	أرياط
maryan	آريان
maryam	اريام
marwah	أرواح
martyn	آرتين
marthy	أرثي
martha	أرثا
martas	أرطاس
martan	ارتان
marshi	مارسه
marsha	آرشى
marsan	أرسان
marsal	أرسال
marnat	أرنات
marmas	أرماس
marlys	أرليس
marlyn	أرلين
markha	أرخى
markam	أركام
markab	اركاب
marjan	ارجان
marios	مارِس
marham	أرحام
marhab	ارهاب
mardan	اردان
mardam	اردام
mardah	أرداه
maraya	أرايا
marash	أراش
marama	أراما
maraka	اراكة
maraha	اراحة
maradi	أراضِ
marada	أراضى
maqala	اقالة
manzur	انظُرْ
manzay	أنزاي
manzar	أنزار
manzan	أنزان
manyas	انياس
mantan	انتان
mansha	انشأ
mansab	أنصاب
manman	انمان
mankar	أنكار
mankad	أنكاد
manhar	أنهار
manhal	انهال
manesh	مانصه
mandya	أندية
mandry	اندري
mandra	أندرا
manays	أنايس
manatt	أناطت
manara	اٍنارة
manala	أنالا
manaha	أنَّها
manada	أنادا
mamata	أماتا
mamara	أمارة
mamala	آمالا
malyan	ألياً
malwan	ألوان
maltin	التین
maltby	الّطبي
malnya	النيّة
malman	ألمان
malmad	الماد
mallya	اللية
mallat	اللات
mallan	اللان
mallah	اللّٰه
malkhs	الخس
malkar	الكار
malila	الإلة
maliha	الإهة
malhar	الحارّ
malham	الهام
malbun	البُن
malbry	البرّي
malbay	ألباي
malbas	الباس
malban	ألبان
malays	الآيس
malayi	مالاي
malaya	الأية
malata	الَّتى
malasa	الأسى
malard	الأرض
malara	الارا
maland	آلاند
malana	الآنَ
malala	الآلى
malaha	ألاها
malaba	ألابا
malaan	الاان
makwan	أكوان
maksym	أكسيم
makrys	أكريس
makram	اكرام
makmat	أكمات
maklat	أكلات
makhan	أخاً
makaya	أكايا
makary	أكاري
makala	أكالة
majdal	اجدال
majada	أجادة
maitha	اِذا
mahyan	أحيان
mahwah	أهواه
mahlah	أحلاه
mahana	أهانة
mahabharata	ماهابهاراتا
maghar	اغار
magham	أغام
mafraq	افراق
mafana	أفانا
madryn	أدرين
madray	ادراي
madrak	ادراك
madhwa	أضحوا
madara	ادارة
madana	أدانا
madama	ادامة
madala	أدالا
madaba	آدابا
maardu	أَرْضُ
maanta	أَنتَ
lytras	يترأس
lystad	يصطاد
lyrata	ليأتى
lydman	يضمان
lyanka	يانكا
lstria	لسترة
loyana	ليانا
llwyth	لويث
llhas	للحماس
llazar	لازار
ljungh	جُنغ
lithōn	لإذن
lithon	لإذن
lisman	إسمان
lisala	إسالة
lintan	إنتان
linsly	إنسلي
linman	إنمان
liniya	لینیا
li-man	لِمَنْ
limamu	إمامُ
lilyan	إليان
liland	إلاند
lidman	إدمان
libyka	إبيكا
libyas	إبياس
libana	إبانة
lhazar	هازار
lhasan	حَسَن
leyana	ليانا
layzan	أيظاً
laysan	ايسان
laylat	ايلات
layba	لايبقى
layada	أيادى
lawana	أوانا
lausus	أُسُس
latyan	اتيان
lathia	لأذى
lathan	اذان
latham	أتهام
latens	لاتنس
lashly	اشلي
lashar	أصهار
lasham	اسهام
lasara	أسارى
lasala	أصالةً
larry	لارريا
larman	ارمان
lardal	اردال
laraki	أراكِ
lanyan	آنياً
lantry	انتري
lantra	أنترا
lantan	انتان
lantal	انتال
lanman	انمان
lankar	أنكار
landry	اندري
landay	أنضاي
landak	آنداك
lanark	أنارك
lanada	أنادا
lamsal	أمصال
lambya	أمبيا
lambry	امبري
lamars	أمارس
lalmas	الماس
lallya	اللية
lallan	اللان
laland	آلاند
lalala	الآلى
laktaw	أكتاو
lakhta	آختى
lakhan	أخاً
lakala	أكالة
lahyan	أحيان
lahmia	أهمیة
lagham	أغام
lafras	افراس
ladram	اضرام
ladany	أداني
ladakh	أضاخ
labdah	أبداه
labana	أبانا
labadi	آبادی
laanta	أَنتَ
laans	لامانس
kysyy	كيسيمي
kyrka	كيربكى
kyrghyzstan	قيرغيزستان
kyōdan	كيدان
kyodan	كيدان
kynnan	كينان
kyanka	يانكا
kyalla	ياللى
kwanti	وأنتِ
kwanda	واندا
kwaltz	والتز
kwakwa	وأكوا
kushan	كشان
krysta	ريستا
kraska	راسكا
kranke	كرانك
kramat	رامات
kralja	كراجا
krajna	راجنة
krajan	راجان
knayth	نايث
kmarts	مارتس
kliman	لِمَنْ
klasky	لأسكي
klaram	لآرام
klalam	لالام
kjalwa	جالوا
kitara	إطارًا
kitala	إطالة
kisman	إسمان
kislan	إسلان
kishar	إشار
kirwan	إروان
kirnan	إرنان
kirara	إرارة
kinyas	إنياس
kintra	إنترا
kinswa	إنسوا
kinsha	إنشًا
kinman	إنمان
kinhwa	إنهوا
kindry	إندري
kindra	إندرا
kinana	إنانا
kimata	إماتة
kimara	إمارة
kilmar	إلمار
kilman	إلمان
kilham	إلهام
kildar	إلدار
kidman	إدمان
kidara	إدارة
khusus	خُصّص
khusas	خصاص
khulan	كُلاً
khulam	هُلام
khshayarsha	خشايارشا
khnata	حناطة
khisar	حِصار
khayat	هايات
khayam	هايام
khawla	حاولة
khatyn	هاتين
khatan	هاتان
khashm	هاشم
khasan	حَسَن
kharsh	هارش
kharda	هاردى
kharan	حاراً
khanwa	هانوا
khants	هانتس
khanat	حانات
khanan	هانان
khamdy	حامضي
khamat	هامات
khamar	هامار
khaman	هامّاً
khalka	حالكة
khalha	حالها
khalda	هالدا
khalam	هالام
