zita	زیتا
barland	ارلاند
barkham	آرخام
barinas	آریناس
bardish	اردیش
bardhan	اردهان
barbaro	باربار
barbare	باربار
barbana	اربانا
baranda	آراندا
baramis	ارامیس
baragli	آراگلی
baradat	ارادات
banzabi	انزابی
banwari	انواری
banting	انتینگ
banshin	انشین
banjara	آنجارا
bangarh	انگاره
bangara	آنگارا
bandhai	آندهای
banania	آنانیا
banadir	آنادیر
balsiai	ال‌سی‌آی
balsham	الشام
balsamo	بالسام
balmins	آلمینس
balkman	آلکمان
balkhan	الخان
balkani	آلکانی
balista	الیستا
baliani	آلیانی
baldini	الدینی
baldaia	آلدایا
balbina	آلبینا
balbard	البارد
balazar	آلازار
balawai	الاوای
balaska	آلاسکا
balasar	ال‌اس‌آر
balasan	آلاسان
balardi	الارضی
balanis	آلانیس
balanin	آلانین
balagna	الاگنا
bakhtar	اختار
bakhira	اخیرأ
baishan	ﺍیشان
bainii	بالینیِ
bailan	باسیلان
baianas	آی‌ان‌اس
bahiana	احیانا
bahalii	اهالیِ
baghlan	آغلان
baghani	اغانی
baganda	اگاندا
badkhal	ادخال
badinan	آدینان
babasin	اباسین
babakan	آباکان
azarian	زاریان
azanian	زانیان
azahari	زاهاری
azahara	زاهارا
awardan	واردان
atriana	تریانا
atradis	ترادیس
aswaran	سواران
astris	استریسک
aspahan	سپاهان
ashwini	شوینی
ashrawi	صحراوی
ashmita	شمیتا
ashling	شلینگ
ashkhar	شکهار
ashkhar	شکهار
ashika	یاشیکا
ashghal	شغال
ashawna	شاونا
ashamat	شامات
ashabad	شاباد
asahara	ساهارا
artigan	رتیگان
arishma	ریشما
arbitro	اربیتر
arakhin	راخین
arabika	رَبِّکَ
āpirana	پیرانا
apirana	پیرانا
apatani	پاتانی
apataki	پاتاکی
aparisi	پاریسی
apalah	آپالاش
anitism	نِتیسم
angrist	نگریست
anglica	انگلیا
andrew	آندرئو
andati	انضباطی
anamara	نامارا
anakara	ناکارا
amisani	میسانی
amirzai	میرزای
amirani	میرانی
amiante	آمیانت
amasing	ماسینگ
amasias	ماسیاس
amarias	ماریاس
amarais	مارایس
amantla	مانتلا
amantis	مانتیس
amantis	مانتیس
amandla	ماندلا
amandil	ماندیل
amalita	مالیتا
amaling	مالینگ
allardi	الارضی
alishan	لیشان
alazans	آلازان
alashan	لاشان
al-asar	ال‌اس‌آر
alamans	لامانس
alamaha	لاماها
al-ahad	الآحاد
akustik	کُستیک
akhanda	خاندا
akamian	کامیان
akagawa	کاگاوا
airasia	ایرآسیا
ahwash	الحواش
agrimas	گریماس
agharti	غارتی
agarani	گارانی
afshari	فشاری
adriani	دریانی
adorada	آدرادا
adamian	دامیان
adalian	دالیان
adahana	داهانا
abrahma	براهما
abraham	براهام
abishai	بیس‌های
abalkin	بالکین
abafana	بافانا
aawargi	آوارگی
aashram	اشرام
aashish	آشیش
aardman	اردمان
aakhiri	اخیرِ
aakasha	آکاشا
aadrian	آدریان
aadland	ادلاند
visakapatnam	ویساکاپاتنام
vagharshapat	واغارشاپات
transnistria	نرانس‌نیستریا
shishapangma	شیشاپانگما
ramakrishnan	راماکریشنان
pingdingshan	پینگدینگشان
mikatagahara	میکاتاگاهارا
kristiansand	کریستیان‌ساند
krishnaswami	کریشناسوامی
kawanakajima	کاواناکاجیما
ishikawajima	ایشیکاواجیما
galifianakis	گالیفیاناکیس
bambarakanda	بامباراکاندا
baghdasarian	باغداساریان
astvatsatsin	աստվածածին
ztrans	ترانس
zonata	زناتا
zmirak	میراک
zmilis	میلیس
zmanda	ماندا
zlatia	لاتیا
ziring	ایرینگ
zinman	اینمان
zimran	ایمران
zilina	ایلینا
ziliak	ایلیاک
zilant	ایلانت
zhiwan	حیوان
zhidan	حیدان
zhansi	هانسی
zghari	غارِ
zdania	دانیا
zawila	آویلا
zawadi	آوادی
zatkin	آتکین
zatara	اتارا
zarrow	⇔
zarrin	اررین
zarifi	آریفی
zarian	اریان
zargan	آرگان
zardis	اردیس
zardin	اردین
zardan	اردان
zarawa	آراوا
zarani	آران‌ای
zantas	آنتاس
zankan	آنکان
zanjan	آنجان
zandra	آندرا
zandia	اندیا
zanasi	ان‌اس‌ای
zamrah	امراه
zamizi	امیزی
zamira	آمیرا
zamina	آمِنًا
zambra	آمبرا
zambia	امبیا
zamani	امانی
zamami	ام‌ام‌ای
zaltas	التاس
zalman	آلمان
zalmai	المای
zalata	الاتا
zalain	الاین
zakhir	آخیر
zakari	اکاری
zakani	اکانی
zaisan	آیسان
zaikin	آیکین
zaidin	آیدین
zaidan	آیدان
zahrad	احراض
zahari	آهاری
žagata	آگاتا
zafran	افران
zadran	آدران
zadara	ادارة
zabran	آبران
žabkar	آبکار
zabini	ابینی
zabdas	ابداس
zabadi	ابادی
zababa	ابابا
zaafir	آافیر
ystari	ستاری
ynitia	نیتیا
ylagan	لاگان
yitzak	ایتزاک
yishan	ایشان
yining	اینینگ
yilmaz	یلماز
yiling	ایلینگ
yiftah	یفتاح
ydanis	دانیس
ybrant	برانت
ybarra	باررا
yazawa	ازاوا
yawana	اوآنا
yating	آتینگ
yathar	اطهار
yatala	آتالا
yasmin	اسمین
yasmil	اسمیل
yashin	اشین
yashar	اشار
yashan	آسه‌آن
yasada	آسادا
yarsan	ارسان
yarman	ارمان
yarkas	آرکاس
yarikh	اریکه
yargan	آرگان
yardin	اردین
yaping	اپینگ
yanshi	انشی
yanlai	ان‌لای
yanjin	انجین
yanhai	انحای
yangra	آنگرا
yangla	آنگلا
yandra	آندرا
yandin	اندین
yanami	ان‌ام‌ای
yanagi	اناگی
yamini	امینی
yamila	امیلا
yamash	اماش
yamara	أمارة
yamani	امانی
yamana	امانا
yamagi	آماگی
yamada	آمادا
yalman	آلمان
yalata	الاتا
yalain	الاین
yakari	اکاری
yakami	آکامی
yaghma	اغما
yafran	افران
yadlin	ادلین
yadgar	ادگار
yadana	آدانا
yabshi	ابشی
yabrin	ابرین
xprint	پرینت
xishan	ایشان
xinjin	اینجین
xining	اینینگ
xiling	ایلینگ
xiashi	ایاشی
xiasha	یاشا
xianzi	یانزی
xianji	یانجی
xianda	یاندا
xiaman	یامان
xantia	آنتیا
xanthi	انتهی
xantha	انتها
xanshi	انشی
xanita	آنیتا
xandra	آندرا
xaldin	الدین
witzin	ایتزین
witrin	ای‌ترین
witkin	ایتکین
wistar	ایستار
wipala	ایپالا
wintringham	وینترینگهام
winman	اینمان
wingra	اینگرا
windia	ایندیا
wimari	ایماری
wimani	ایمانی
wilson	ویلسن
wilmar	یلمار
wilden	ویلدن
wilama	ایلاما
wihara	ایهارا
widzi	ویردزی
widman	ایدمان
wiardi	یاردی
wianki	یانکی
wharam	حارام
whalin	هالین
wayman	ايمان
wawaka	اوآکا
waubun	اُبُن
watkin	آتکین
watina	آتینا
wathil	اثیل
wathar	اطهار
watari	آتاری
watara	اتارا
wastli	استلی
waspik	اسپیک
washim	آشیم
washam	آشام
wasfia	اصفیا
wasana	آسانا
wasala	اصالة
warwin	آروین
warsan	ارسان
warrin	اررین
warndt	آرندت
warmia	ارمیا
warman	ارمان
warlin	آرلین
warith	اریث
warham	ارحام
wardin	اردین
wardak	آرداک
wardai	ارضای
warbin	آربین
warawa	آراوا
wapama	آپاما
wantha	انتها
wansin	آنسین
wanshi	انشی
wansan	انسان‌
wankar	انکار
wankan	آنکان
wanita	آنیتا
wangsa	انگسا
wandre	واندر
wandin	اندین
wanati	وانتی
wanami	ان‌ام‌ای
wamala	امالا
walsin	السین
walras	الرأس
walram	الرام
walita	آلیتا
waling	الینگ
walidi	ال‌ای‌دی
walida	آلیدا
walham	الهام
waldir	الدیر
walata	الاتا
walaru	والار
walaqa	آل‌آقا
waksal	اکس‌ال
wakrah	اکراه
wakita	اکیتا
wakins	آکینس
wakati	اکاتی
wakara	آکارا
wakaki	اکاکی
wakaba	آکابا
waiwai	آیوای
waisha	آیشا
wailin	آیلین
waiala	آیالا
wahram	احرام
wagria	اگریا
wadman	ادمان
wadkar	آدکار
wadard	ادارد
wadani	آدانی
wadala	آدالا
wabash	آب‌اسه
vrzina	رزینا
vrdhha	رده‌ها
vlahia	لاهیا
vladin	لادین
vladan	لادان
vizard	ایزارد
vitkin	ایتکین
vithar	ایثار
vistra	ایسترا
vistai	ایستای
vismin	ایسمین
viskan	یسکان
virant	ایرانت
virani	ایرانی‌
virana	ایرانى
vilmar	یلمار
vilfan	یلفان
vilani	ایلانی
vikman	ایکمان
vikash	ایکاش
vigran	ایگران
vignas	ایگناس
viasna	یَسنا
vergin	վերին
vaudin	اُدین
vatard	آتارد
vastra	آسترا
vastis	استیس
vastar	آستار
vaskan	اسکان
vasili	اصیلی
vashti	اشتی
vasant	آسانت
vasama	اسامة
vasala	اصالة
vasahi	آساهی
varzin	ارزین
varzil	ارزیل
vartan	آرتان
varmia	ارمیا
varlin	آرلین
varlan	ارلان
varina	آرینا
varian	اریان
varial	آریال
vargha	ارگ‌ها
vardis	اردیس
vardin	اردین
vardha	اردها
vardan	اردان
vardal	اردال
varady	اراضي
varadi	ارادی
vankar	انکار
vanita	آنیتا
vandis	اندیس
vandia	اندیا
vandam	اندام
vanand	آن‌اند
valtra	الترا
valtin	التین
valsin	السین
valmar	آلمار
valmai	المای
vallat	اللات
vallah	اللَّه
valkia	آل‌کیا
validi	ال‌ای‌دی
valian	الیان
valdra	الدرة
valdis	الدیس
valdir	الدیر
valdar	الدار
valahi	الاهی
vajram	اجرام
vaiana	آی‌ان‌آ
vahram	احرام
vaghri	آغری
vadisi	ادیسی
vadian	ادیان
vadari	اداری
vadama	آدَمَ
vadala	آدالا
uziran	زیران
uwaisi	وای‌سی
uttwil	تطویل
utirik	تِرِک
uthman	ثمان
uthani	ثانی
uthama	تهاما
utanga	تانگا
ustad	اُستاد
ustadi	ستادی
ustadh	ستاده
usiris	سیریس
ushima	شیما
ushiba	شیبة
ushari	شاری
ushant	شانت
usabha	سابها
ursins	رسی‌نس
urshan	رشان
urbani	ربّانی
urania	رانیا
uranga	رانگا
uralis	رالیس
uragan	راگان
upanga	پانگا
unstan	نستان
unshin	نشین
unitra	نیترا
unistd	نیستد
unisan	نیسان
unilab	نیلاب
unihan	نیهان
ungara	نگارا
unanga	نانگا
umtali	متالِ
umlazi	ملازی
umaria	ماریا
umakai	ماکای
ulitin	لیتین
ulithi	لیثی
ulindi	لیندی
ulidia	لیدیا
uliana	لیانا
ulanga	لانگا
ulagan	لاگان
ukrani	کرانی
ukamba	کامبا
uhlman	هلمان
ugljan	گلجان
ugarit	گَرِت
ugandi	گاندی
uganda	گاندا
ugalla	گاللا
udanin	دانین
udaina	داینا
ubashi	باشی
ubangi	بانگی
ubaldi	بالدی
tzabar	زابار
twista	ویستا
twinks	وینکس
twinkl	وینکل
twinka	وینکا
twanga	وانگا
tsinan	سینان
tsimas	سیماس
tsiang	سیانگ
tshina	شینا
tshidi	شیدی
tshak	توشاک
tsalka	سالکا
tsakni	ساکنِ
tsagan	ساگان
trisha	ریشا
trinka	رینکا
trimak	ریماک
trikha	ریخا
triggs	ریگگس
trigan	ریگان
triang	ریانگ
triana	ریانا
trashi	راشی
trampa	تامپا
trakin	راکین
trakia	راکیا
trajan	راجان
trainz	راینز
traini	راینی
traina	راینا
traian	رایان
trahan	راهان
tonara	오나라
tmirin	مِرین
tlapan	لاپان
tlalim	لالیم
tizard	ایزارد
tiwana	یوآنا
titias	ای‌تی‌اس
tisias	ای‌سی‌اس
tirian	ایریان
tirath	یرآذ
tirana	ایرانى
tintin	اینتین
tinjin	اینجین
tingri	اینگری
tingar	اینگار
tinari	ایناری
timion	تیمین
timani	ایمانی
tigrit	ایگریت
tigran	ایگران
tigawa	ایگاوا
tidman	ایدمان
tiaris	یاریس
tianzi	یانزی
tianzi	یانزی
thring	هرینگ
thjazi	حجازی
thirai	هیرای
thiang	هیانگ
thetis	ثتیس
thayer	حائر
thawri	هاوری
thawan	هاوان
thanwi	هانوی
thanih	هانیه
thania	هانیا
thanda	هاندا
thampi	هامپی
thamir	هَمِر
thamar	هامار
thaman	هامان
thamal	حَمَل
thalis	هالیس
thalim	هالیم
thabit	هابیت
tchuan	چان
tcheng	چنگ
tazawa	ازاوا
tazara	آزارا
tazama	آزاما
tayran	ايران‌
tayebi	آئبی
tawrat	اورات
tawira	آویرا
tawila	آویلا
tawhai	اوهای
tawasa	آواسا
tawang	آوانگ
tawana	اوآنا
tawahi	آواهی
tavisi	تایسی
tauris	اُرِس
tauran	اُران
tatlin	اتلین
tating	آتینگ
tatina	آتینا
tatian	اتیان
tathra	آذرى
tatham	اتهام
taspar	اسپار
tasmin	اسمین
tasman	اسمان
taskin	آسکین
tasini	آسینی
tashri	اشری
tashan	آسه‌آن
tasaka	آساکا
tarzan	ارزان
tarsha	ارس‌ها
tarrow	⇔
tarrin	اررین
tarnas	آرناس
tarnak	ارناک
tarman	ارمان
tarlan	ارلان
tarkin	ارکین
tarjan	ارّجان
tarita	آریتا
tarish	اریسه
tarija	آریجا
taridi	تریدی
tarian	اریان
tarhan	ارهان
targil	آرگیل
targas	آرگاس
targan	آرگان
tardan	اردان
tarbat	ارباط
tarbas	ارباس
tarban	آربان
tarawa	آراوا
tarata	آراتا
taraki	آراکی
taraia	آرایا
tapata	اپاتا
tanzim	انزیم
tanzan	آنزان
tantia	آنتیا
tantal	آنتال
tansin	آنسین
tanshi	انشی
tansar	انصار
tankas	انکاس
tankar	انکار
tankan	آنکان
tanjil	انجیل
taniwa	انیوا
tanita	آنیتا
tanika	آنیکا
tangsa	انگسا
tangri	انگری
tangra	آنگرا
tangis	انگیس
tandin	اندین
tandar	اندار
tandai	اندای
tanasi	ان‌اس‌ای
tanami	ان‌ام‌ای
tamsin	امسین
tamrat	امرات
tamlin	املین
tamizh	آمیزه
tamiri	امیرِ
tamins	امینس
tamina	آمِنًا
tamias	آمیاس
tamese	άμεση
tambar	امبار
tamara	أمارة
tamana	امانا
tamali	امالی
talzin	الزین
talmis	المیس
talmai	المای
tallil	اللیل
tallha	الل‌ها
taljai	الجای
talisi	الیسی
talish	آلیش
talisa	آلیسا
taling	الینگ
talgar	آلگار
taldir	الدیر
talbin	آلبین
talawa	الاوا
talara	الارا
talang	الانگ
talana	الانا
talamh	الامه
talama	الأمة
talair	آلایر
talaia	الایا
taksin	اکسین
taksha	اکشا
taksal	اکس‌ال
takhli	اخلی
takara	آکارا
takani	اکانی
takami	آکامی
takaki	اکاکی
takaka	آکاکا
takagi	آکاگی
tajiri	آژیری
tajani	آجانی
taisha	آیشا
taisan	آیسان
tairan	ﺍیرﺍن
tainan	آینان
taimar	آیمار
taikan	آی‌کان
taiana	آی‌ان‌آ
tahsin	آحسین
tahsas	احساس
tahari	آهاری
tahala	اهالى
taghma	اغما
taftan	افتان
tafila	افیلا
tafari	آفاری
tadman	ادمان
tadiar	آدیار
tadara	ادارة
tadami	آدامی
tabriz	آبریز
tabrar	آبرار
tabish	آبیش
tabiat	ابیات
tabbal	آب‌بال
tabash	آب‌اسه
tabart	آبارت
tabari	آباری
tabara	ابارا
systém	سيستم
swinks	وینکس
swinka	وینکا
swinge	سوینگ
swikri	ویکری
swatis	واتیس
swarni	وارنی
swarna	وارنا
swaran	واران
swanti	وانتی
swania	وانیا
swalla	واللا
swadha	واضحا
surkis	سرکیس
sunion	∪
stwlan	تولان
stvari	ستاری
strina	ترینا
striks	تریکس
striga	تریگا
strawn	تراون
strati	تراتی
strank	ترانک
stramp	ترامپ
strama	تراما
strads	ترادس
stinia	تینیا
stiman	تیمان
stikhi	تیخی
statia	تاتیا
stasys	تأسيس
staryk	تاريك
starin	تارین
stanis	تانیس
štampa	تامپا
stampa	تامپا
stalta	تالتا
stalin	تالین
stakhr	تاخر
stakar	تاکار
staiti	تایتی
staifi	طایفی
stabin	تابین
stabat	تَبَّتْ
stabar	تابار
ssirik	سیریک
sriman	ریمان
srijan	ریجان
sranan	رانان
spraw	سپرانو
splish	پلیسه
splawn	پلاون
spitha	پیته‌آ
spital	پیتال
sparti	پارتی
sparta	پارتا
sparni	پارنی
sparki	پارکِ
spargi	پارگی
spanta	پانتا
špania	پآنیا
spania	پآنیا
spanga	پانگا
spanda	پاندا
spains	پاینس
spagni	پاگنی
spadia	پادیا
