zumi	ずみ
mbaraka	바라카
mbagira	바기라
mashita	あした
masaoka	아사오카
maryang	아량
marroni	마로니
maronia	아로니아
mariti	마리팀
mariora	아리오라
marieta	아리에타
mariani	아리아니
mariana	아리아나
marashi	あらし
maranda	아란다
maranca	아란차
marakai	아라카이
maragua	아라구아
maragon	아라곤
maozhou	奥州
maoping	奥平
mantoku	안토쿠
mantike	안티케
mantero	안테로
manteo	만터우
mantaro	안타로
mantang	安堂
manqing	安慶
manjung	안중
manjang	안장
mandoni	안도니
mandino	안디노
manbang	안방
mambong	암봉
malpaga	알파가
maldini	알딘이
malayi	말타의
malabon	알아본
maihara	아이하라
mahajanapada	마하자나파다의
maguayo	아구아요
maghada	악하다
macoyii	마초의
lundine	운디네
lubuntu	우분투
luangwa	우안과
lputian	普天
loriana	오리아나
londona	온도나
ljungan	중안
liscome	잇초메
lisagan	이사간
linyang	인양
lingsan	잉산
lingani	인간이
lingang	인강
lindoro	인도로
lincang	인창
liminha	이민하
limbung	임붕
limbong	임봉
liberia	이베리아
liangae	戀歌
lhasang	하상
leogane	어간에
laranda	아란다
lanting	안팅
lanshan	鞍山
lansang	안상
lanquan	安全
lanqing	安慶
lanihan	안이한
langara	안가라
lanfang	安房
landore	안도레
landino	안디노
lancang	안창
lamuria	아무리아
lamparo	암파로
lampang	암팡
lambani	암반이
lamanda	아만다
laiyuan	愛媛
laishan	愛山
lagenda	아겐다
ladogan	아도간
kyusaku	유사쿠
kyongju	용주
kyonggi	용기
kyamate	야마테
kweisui	웨이수이
kwangsu	왕수
kwangsi	王寺
kwangju	왕주
kushan	昆山
kunyang	운양
kumlara	쿠마라
kubuntu	우분투
krupina	루피나
krokowa	로코와
krinkin	린킨
krennel	렌넬
kratina	라티나
krapina	라피나
krabang	라방
koushi	こぶし
koujie	口寄せ
kotlina	코티나
kostel	콧털
koshare	おしゃれ
kondoli	온돌이
kolding	올딩
kokusaikaikan	고쿠사이카이칸
koikawa	오이카와
kodaira	오다이라
knjiga	킨지가
knegsel	넥셀
knanaya	나나야
kiushan	이웃한
kishida	いしだ
kisanga	이상아
kinnara	키나라
kinjiro	인지로
kinguri	인구리
kingani	인간이
kilbane	일반에
khwabon	화본
khwabin	화빈
khomani	호만이
khoesan	회산
khelang	和郎
khatami	하타미
khassan	핫산
kharani	하라니
khanung	한웅
khangan	한간
khangai	한가이
khandan	한단
khanani	하나니
khanaan	하나안
khammam	함맘
khamidi	하미디
khamani	하마니
khalili	할일이
khaldun	할둔
khairan	하이란
khadiga	하디가
kgosana	고사나
kerenyi	에렌의
kennedi	엔네디
keliang	姶良
keitaro	에이타로
keinen	케이넌
kayaran	카야라
katashi	あたし
kaspare	앗파레
kaseman	아세만
kartano	카타노
karioka	아리오카
karangi	아랑이
karakan	아라칸
karabin	아랍인
karabia	아라비아
kaoping	奥平
kaomori	아오모리
kantoku	안토쿠
kantaro	안타로
kantang	安堂
kantana	안타나
kanjuro	안주로
kanibal	아니발
kandang	안당
kandali	안달이
kamsale	암살에
kalten	칼튼
kalbani	알바니
kakadou	아카도우
kajiado	아지아도
kaiyuan	愛媛
kaishan	愛山
kaisen	카미센
kabiana	카바나
kabaale	አባል
jungang	운강
joyeong	오영
jonidan	존이다
jogwang	오광
jiuyong	이우용
jiugong	이우공
jinyang	인양
jinwang	인왕
jinjing	인징
jingtan	잉탄
jingang	인강
jindong	인동
jincang	인창
jijeung	이증
jibbali	이빨이
jhering	헤링
jeureka	에우레카
jeungbo	응보
jeibing	에이빙
jarajis	아라짓
jaragua	아라구아
janssi	잔씩
janning	安宁
jannaba	안나바
janghwa	앙화
janela	자넬라
jandora	안도라
jampang	암팡
jamauri	아마우리
jamatia	아마티아
jamali	자말리
jalmari	알마리
jagwire	아귀레
jagatai	아가타이
jaewang	애왕
jaesang	애상
iyanaga	야나가
iwinrin	윈린
iwataya	와타야
iwakura	와쿠라
itsutsu	つつ
itonian	토니안
itokawa	토카와
itakagi	타카기
isoyama	소야마
isoroku	소로쿠
isiwan	임시완
isidoro	시도로
isayama	사야마
isarnan	이사란
isamaya	삼아야
isageum	사금
isagani	사간이
iritani	리타니
ipinson	핀손
inomoto	노모토
independiente	인데펜디엔테
inatori	나토리
inamuragasaki	이나무라가사키
inamori	나모리
inagawa	나가와
imokawa	모카와
imoinda	모인다
imerina	메리나
imanuel	마누엘
imamiya	맘이야
imahara	마하라
imahama	마하마
imagawa	마가와
ikonika	코니카
ihering	헤링
ignotae	이고태
igangan	ガンガン
igagami	가가미
ichishi	持世
ichiro	いちろう
ichidai	池袋
ibingen	빙엔
ibaraki	바라키
ibaragi	바라기
hyosung	요숭
hyongje	용제
hyeonmu	연무
hyegwan	예관
hyangga	양가
hyangdo	양도
hwangju	왕주
hwangdo	왕도
huidong	우이동
hudsoni	후손이
huanpei	한페이
hramada	라마다
horomia	오로미아
horacio	오라치오
honsang	온상
honglu	中路
holmgil	옮길
hiranai	이라나이
hingoli	인골이
hindsii	हिन्दी
hileman	일에만
hildiko	일디코
hikenai	이케나이
hiberia	이베리아
heureka	에우레카
heredia	에레디아
henryi	헨리의
henrike	엔리케
henrika	엔리카
henige	헤니그
helmina	엘미나
hellada	ελλάδα
heitaro	에이타로
heilen	헤일은
hegeman	에게만
hedison	에디손
hayatae	하야테
hataman	아타만
hassani	앗사니
hassani	앗사니
haseman	아세만
harlani	하라니
hariana	아리아나
harangi	아랑이
harakan	아라칸
harahan	아라한
haotian	奥田
hanyuan	安原
hanyang	安陽
hanuman	아누만
hantaro	안타로
hanshan	鞍山
hanqing	安慶
hanping	안핑
hanning	安宁
haninge	아닌게
hangang	앙앙
haneman	안에만
handong	安東
handoga	안도가
handali	안달이
hamelii	하멜이
hamast	하맛테
hamara	하마우라
halten	할테니
hajiman	아지만
haiyuan	愛媛
haixing	矮星
hairini	아이린이
hairing	아이링
haiqing	愛情
haidara	아이다라
hagdang	악당
gyunyeo	유녀
gyongpo	용포
gyeyang	예양
gyeonnaeryang	견내량
gyeonbu	연부
gwangyo	왕요
gwangwa	완과
gwangmu	王母
gwangju	왕주
gwangan	완간
guianae	기아나에
grujine	루지네
gruiten	루이텐
groeben	뢰벤
grissel	리쎌
grinkin	린킨
grinden	린덴
grindal	린달
grimani	리만이
gribbel	립벨
greubel	르벨
grenege	렌에게
grandel	란델
graecis	래칫
goswami	고삼이
goseong	오성
gongjin	옹진
golding	올딩
gohyeon	오현
gohyang	오향
goheung	오흥
giscome	잇초메
gilgado	일가도
gildong	일동
gilbane	일반에
gibsoni	기본이
giborim	이보림
ghonja	기혼자
ghassan	핫산
ghannam	한남
ghangha	항하
ghanaim	하나임
ghanada	하나다
ghamidi	하미디
ghakari	하카리
ghajini	하진이
ghaiman	하이만
geunhye	은혜
geomdan	엄단
geobra	거베라
genoreu	에노르
gennini	엔닌이
geneseo	엔에서
gending	엔딩
gelina	글이나
gegeven	게게엔
gaspare	앗파레
garmani	가마니
gaoping	奥平
gantang	安堂
ganshan	鞍山
ganning	安宁
ganghwa	앙화
gangaa	강자아
gandino	안디노
ganando	가나도
gananda	아난다
galtera	알테라
galéria	갈리아
galeata	갈아타
galani	갈바니
gabbaro	아빠로
gabbara	아빠라
gabadon	아바돈
furlang	浮浪
frosini	로시니
frommel	롬멜
froeben	뢰벤
freking	레킹
fredian	레디안
fratino	라티노
fratini	라티니
frantan	란탄
franden	란덴
franchi	ランチ
fraiman	라이만
fondane	온다네
fingido	인기도
farasan	아라산
farangi	아랑이
faranda	아란다
faramin	아람인
farahan	아라한
fanyang	安陽
fantoni	안톤이
fandino	안디노
fanding	안딩
faliang	阿良
faldini	알딘이
fabiano	아비아노
fabanae	아바나에
eunjung	운중
etimoni	티몬이
etajima	타지마
esentai	센타이
eregion	레기온
erandol	란돌
eponina	폰이나
epigoni	피곤이
eonyang	온양
enomoto	노모토
engang	센강
emisael	미사엘
emanuel	마누엘
ekonomi	코노미
eisaman	이사만
einsame	인삼에
egilman	길만
edomura	도무라
edomoji	도모지
edogawa	도가와
edeowie	더위에
ebingen	빙엔
dzhangi	長い
ducange	우창에
druding	루딩
dromana	로마나
dromaeo	로마어
drogowa	로고와
dratini	라티니
dramune	라무네
dramira	라미라
dramani	라만이
draisin	라이신
draiman	라이만
doriana	오리아나
doongi	도종이
doogman	오옥만
dongjin	옹진
dmanisi	마니시
djuanda	주안다
djingbe	징베
djimini	지미니
djawadi	자와디
dinsana	인사나
dingen	定本
dingane	인간에
dikemen	이케멘
dienen	디에는
dhorang	호랑
dharini	하리니
dharama	다라마
dhanbad	한받
dhanada	하나다
dhading	하딩
denobel	더벨
denise	데니스
delmira	엘미라
delmare	엘마레
delirio	델리오
deliang	姶良
debilis	데빌이
dawsoni	다소니
dataman	아타만
daragon	아라곤
danyang	安陽
danning	安宁
danjong	안종
daneman	안에만
dandora	안도라
dandong	安東
dalmada	알마다
daliang	阿良
dalasi	달라시
daijiro	아이지로
dagmara	악마라
daewang	애왕
cuprina	추리나
cumini	추민기
crupina	루피나
crosato	로사토
croatan	로아탄
crisana	리사나
cremona	레모나
crandol	란돌
cossiga	오씨가
coranda	오란다
comanda	초마다
colding	올딩
citreum	치름
cingur	친구라
cingoli	인골이
cingane	인간에
cilcain	일차인
chuzhou	湖州
chuxing	弧形
chutian	戸田
chuning	후닝
chuimei	惠美
chuana	傳達
choujin	後進
chouhan	後漢
choshii	ほしい
choseon	호선
chongyi	홍의
chongye	紅葉
chongxi	洪憙
chongwu	洪武
chongwa	혼과
chongju	홍주
chonghu	洪湖
cholina	홀이나
choeung	호응
choesin	회신
chiyoko	히요코
chirino	히리노
chimara	히마라
chikuma	히쿠마
chikita	히키타
chikage	히카게
chihara	히하라
chhuan	弛緩
cheonji	헌지
cheonan	허난
chenesi	헤네시
chawans	茶碗
chatori	하토리
chassan	핫산
chanuka	하누카
chantal	한탈
changyu	한규
changyi	항의
changos	한곳
changlu	航路
changgu	항구
changge	한께
changan	한간
chandon	한돈
chandan	한단
chanaka	하나카
chamori	하모리
chamaco	하마초
chakari	하카리
chaiton	하이톤
chaitin	하이틴
chairal	하이랄
chaiman	하이만
chagawa	하가와
chagang	하강
chaeron	해론
chaemae	해마에
chabeli	하벨이
chabang	하방
cennini	엔닌이
ceneri	체너리
cattani	차탄이
cassani	앗사니
caronia	아로니아
cariani	아리아니
cariaga	아리아가
carangi	아랑이
carakan	아라칸
carabia	아라비아
carabeo	아랍어
capeman	앞에만
caozhou	奥州
caoping	奥平
cantoni	안톤이
cantero	안테로
candore	안도레
cancani	안찬이
campora	암포라
cammuni	암문이
cameria	아메리아
caldini	알딘이
calcide	알치데
cagsawa	악사와
cadogan	아도간
cabengo	아벤고
cabbara	아빠라
byangsi	양시
buttare	부타레
burana	부랑아
bungeni	운게니
bundang	운당
buganda	우간다
buciumi	우치우미
brujini	루진이
brorein	로레인
brommel	롬멜
brinkin	린킨
bringen	빙엔
brigida	리기다
brendel	렌델
brasini	라신이
brandon	반돈
branden	란덴
brandel	란델
brandau	란다우
brancia	란치아
bramani	라만이
brainin	라인인
brahimi	라히미
bradama	라다마
boseong	오성
borsoni	보손이
boodang	보당
bolden	볼든
boiteux	보이트
boganda	오간다
bituin	비트인
binjing	인징
bindang	인당
bilinga	일인가
bienne	비엔나에
bhushan	湖山
bhusari	후사리
bhumiya	후미야
bhumika	후미카
bhujang	후장
bhuiyan	慧眼
bhimsen	힘센
bhering	헤링
bhasani	하사니
bhariya	하리야
bharani	하라니
bhandan	한단
bhagwan	하관
bhagwan	하관
beuken	브케인
bestiga	베티가
besando	에산도
berenyi	에렌의
beragon	에라곤
bendowa	엔도와
bendito	베니토
bendian	恩典
belina	벌이나
beijing	에이징
beiden	베이든
bedison	에디손
bburago	부라고
bayang	白羊
bassani	앗사니
bassani	앗사니
basiana	아시아나
basanti	아산티
basante	아산테
baronia	아로니아
barasan	아라산
baranda	아란다
baragon	아라곤
baotian	奥田
banting	안팅
banquan	安全
banping	안핑
bannong	안농
bannaga	안나가
banjuin	안주인
banihal	아니할
bangara	안가라
bandoni	안도니
bandang	안당
baltona	알토나
balsamo	발삼
balrama	알라마
balena	발레나
baldini	알딘이
balbino	알비노
balbina	알비나
baishan	愛山
baiquan	愛犬
baiqing	愛情
baharon	아하론
bagnen	박는
bagbari	악바리
babbage	압박에
babakan	아바칸
ayuwang	欲望
ayungan	융안
ayukawa	유카와
ayasaka	야사카
ayanami	야나미
ayagina	약이나
autauga	우타우가
aurania	우라니아
ataraga	타라가
asurion	수리온
assissi	씨씨
assange	쌍에
asokoro	소코로
asinari	신아리
ashouri	守り
ashihei	石黒
asesina	셋이나
asesina	셋이나
asengan	센간
asemani	세만이
asayama	사야마
asawara	사와라
asanina	산이나
asanawa	사나와
asamayi	사마의
asakura	사쿠라
asakawa	사카와
asajiro	사지로
asahara	사하라
asagiri	사기리
asaemon	사에몬
aryeong	령
arisawa	리사와
arinaga	리나가
arikawa	리카와
arihito	리히토
arichan	日産
ariano	아리아너
aretino	레티노
aretina	레티나
ararita	라리타
arapiki	라피키
arahura	라후라
araboro	라보로
arabana	라바나
apedale	페달에
apatani	파타니
apataki	파타키
aparisi	파리시
aparaji	파라지
anyana	마냐나
antiopa	안티파
antiken	안티케
anomura	노무라
anomiya	노미야
aniseto	니세토
aningan	寧安
angetan	아네탄
anapali	나팔이
ananuri	나누리
anania	아나니나
anandan	난단
ananaki	나나키
anahera	나헤라
amorita	모리타
amorion	모리온
amorino	모리노
amorena	모레나
amonton	몬톤
amitiée	아미티에
amiriya	미리야
amirani	미란이
amikura	미쿠라
amerino	메리노
amerina	메리나
amatori	마토리
amatino	마티노
amarone	마로네
amarino	마리노
amanuel	마누엘
amalong	馬龍
amajika	마지카
amaimon	마이몬
amadori	마도리
amadiro	마디로
alishan	離山
alhagi	잘하기
alexis	αλέξιος
akukawa	쿠카와
akokoro	코코로
akiyama	키야마
akitaro	키타로
akimoto	키모토
akikuyu	키쿠유
akaishi	開示
akahori	かほり
akagera	카게라
akagawa	카가와
akabane	카바네
agyeman	계만
agatino	가티노
agaruna	가루나
agahang	가항
aesari	내사리
aegina	색이나
adogawa	도가와
adebiyi	데비의
adatara	다타라
adaniya	다니야
adanija	다니자
adampan	담판
adamian	다미안
adamari	다마리
adamana	다마나
adaline	달인에
adalian	大连
adalara	달아라
acanmul	찬물
acambis	참빗
abotani	보타니
abondio	본디오
abelman	벨만
abanega	바네가
aaronia	아로니아
9mobile	모빌에
yuanmingyuan	圓明園
yeonpyeongdo	연평도
yeongdeungpo	영등포
yeondeunghoe	연등회
yamatotakeru	야마토타케루
xingzhonghui	興中會
uusikaupunki	우시카우풍키
transalpina	트란살피나
takamagahara	타카마가하라
takadanobaba	다카다노바바
songhuajiang	松花江
songgwangsan	송광산
shijiazhuang	石家庄
seonggwangsa	정광사
sabaragamuwa	사바라가무와
namtaeryeong	남태령
montecitorio	몬테치토리오
mimawarigumi	미마와리구미
mikatagahara	미카타가하라
mesopotamiae	메소포타미아에
kawanakajima	가와나카지마
kanienkehaka	카니엔케하카
kakamigahara	가카미가하라
kagamigahara	가가미가하라
jeongdongjin	정동진
hwangsanbeol	황산벌
hongkongense	홍콩에서
heilongjiang	黑龙江
hamiltoniana	해밀토니안
gyeongsang-do	영상도
golmohammadi	골모함마디
geumjeongsan	금정산
changbaishan	長白山
buenaventura	부에나벤투라
bandaranaike	반다라나이케
nonggawolryeongga	농가월령가
dangcheomuldonggul	당처물동굴
zwinge	윙에
zuriel	우리엘
zurara	うらら
zumino	우미노
zubara	우바라
zsolna	솔나
zotero	오테로
zosime	오심에
zosima	오시마
zorita	오리타
zorina	오리나
zongyi	옹의
zmanda	만다
ziyang	이양
ziring	이링
zipari	이파리
zipani	이파니
zipang	이팡
zintel	인텔
zinman	인만
zindan	인단
zimran	임란
zilina	일이나
zijing	이징
zijian	이지안
zigong	이공
ziggie	이끼에
zidian	이디안
zidani	이단이
zidane	이단에
zibeon	이번
zibari	이바리
zhulin	虎林
zhubin	湖滨
zhubei	湖北
zhuangzhuang	環狀
zhouli	厚禮
zhoubi	後壁
zhongu	혼구
zhones	호넷
zhizn	至尊
zhizni	之子
zhimin	힘인
zhidan	히단
zhenan	河南
zhejun	和俊
zhecun	河村
zhansi	한시
zhanna	한나
zhanhu	한후
zhalta	핥아
zhabei	하베이
zeugen	에우겐
zetian	額田
zerika	えりか
zenjin	エンジン
zenden	엔덴
zenaga	에나가
zemiri	에미리
zeidan	에이단
zebina	에비나
zdenko	덴코
zdenka	덴카
zdania	다니아
zayuna	아유나
zaruma	아루마
zarrow	⇐
zarian	아리안
zarawa	아라와
zarang	아랑
zankan	안칸
zanjan	안잔
zanini	아니니
zangma	앙마
zangen	안겐
zanchi	アンチ
zanata	あなた
zanana	아난아
zamore	아모레
zamong	아몽
zamira	아미라
zamina	아미나
zambon	암본
zamata	아마타
zamani	아마니
zamane	아마네
zamami	아마미
zalman	알만
zalben	알벤
zalata	알아타
zalain	알아인
zakumi	아쿠미
zakiya	아키야
zakari	아카리
zaizhi	愛執
zaidin	아이딘
zaidan	아이단
zaiban	아이반
zaguri	아구리
zagora	아고라
zagato	아가토
žagata	아가타
zadara	아다라
zabeli	아벨이
zabele	아벨에
zabadi	아바디
zababa	아바바
yuyang	우양
yuyama	우야마
yuwang	우왕
yutika	우티카
yutaka	우타카
yurong	우롱
yuping	우핑
yunfu	元夫
yumika	우미카
yumeno	우메노
yulman	울만
yuigon	유곤
yuhong	우홍
yuhara	우하라
yuhang	우항
yugos	유고시
yudono	우도노
yuding	우딩
yuccae	유채
yubari	우바리
ysobel	소벨
ysabel	사벨
yoweri	오웨리
yowani	오와니
youmei	歐美
yotoku	오토쿠
yotaro	오타로
yotang	お湯
yosano	오사노
yosami	오사미
yoroku	오로쿠
yorito	오리토
yoriko	오리코
yongju	옹주
yonaka	おなか
yokoso	오코소
yokaya	오카야
yokawa	오카와
yokata	오카타
yojiro	오지로
yohito	오히토
