zya	זיא
varty	ארתי
varta	ארטא
varsh	ארסה
varns	ארנס
varme	וארם
varma	ארמא
värld	ברלד
vardy	ארדי
vārds	ורדס
varat	אראת
varah	אראה
vanth	אנתה
vanny	אנני
vandy	אנדי
vandergast	אנדרגאסט
vanch	אנח
vanar	אנאר
vanam	אנאם
vaman	אמאן
valya	אליא
valts	אלטס
valmy	אלמי
vally	אללי
valli	ואלל
valka	אלכא
valeh	אלֶה
valat	אלאת
valas	אלאס
valar	אלאר
valan	אלאן
valah	אלאה
vajna	ואנא
vaish	אִישׁ
vahrn	אהרן
vahan	אהאן
vagra	אגרא
vagas	אגאס
vagar	אגאר
vadym	אדים
vadra	אדרא
vadon	אָדוֹן
vaday	אדאי
vadam	אדאם
vachi	אָחִי
vacha	אחא
uyvar	יבאר
uyaga	יאגא
uvean	וֵאן
uvdal	בדאל
uvata	ואתא
uvall	ואלל
uttar	תתאר
utsav	צַו
utram	טראם
utomo	טוֹמוֹ
uthyr	טהיר
utana	תאנא
üstra	סטרא
üstra	סטרא
ustra	סטרא
ustaz	סטאז
ústav	סטאב
ustas	סטאס
ustad	סטאד
ustad	סטאד
usrat	סראט
usmar	סמאר
usman	סמאן
uslar	סלאר
uslan	סלאן
ushka	שכא
usero	סֶרוֹ
usdan	סדאן
usays	סאיס
usayd	סאיד
usaha	סאהא
usach	סאח
urtyp	רטיף
ursyn	רסין
urman	רמאן
urim	פּוּרִים
urgal	רגאל
urays	ראיס
urath	ראטה
urasa	רָסָ
urang	ראנג
urana	ראנא
urals	ראלס
urach	ראח
uqayr	קאיר
unrat	נראת
ungar	נגאר
undal	נדאל
umran	מראן
umnak	מנאכ
ummat	ממאט
ummar	ממאר
umdah	מדאה
umayr	מאיר
umari	מַרִי
umann	מאנן
umang	מאנג
ulvan	לבאן
ulsan	לסאן
ulmar	למאר
ulman	למאן
ullas	ללאס
ullah	ללאה
ullah	ללאה
ulkan	לכאן
ulfra	לפרא
ulfah	לפאה
uldal	לדאל
ulala	לאלא
uladh	לאדה
ukash	כאסה
uhang	האנג
ugoni	גּוֹנִי
ugama	גאמא
ugala	גאלא
udyan	דיאן
udvar	דבאר
udeme	דְּמֵי
udege	דְּגֵי
udayn	דאין
udava	דאבא
udara	דארא
uchch	חח
uchaf	חאפ
ubari	בָּרִי
uasal	אסאל
uaimh	אִמה
tyvan	יואן
tyung	יוּנג
tytan	יתאן
tyran	יראן
tyngs	ינגס
tynay	ינאי
tynan	ינאן
tymas	ימאס
tylyn	ילין
tygyn	יגין
tychy	יחי
tyard	יארד
tuven	וּבֵין
tumin	וּמִן
tumet	וּמֵת
tsuer	צוּר
tshan	שאנ
tshan	צאן
tshak	שאך
tsfat	שְׂפַת
tsayt	סאיט
tsang	סאנג
tsams	סאמס
tsala	סאלא
tryal	ריאל
trudy	רוּדי
trsys	רסיס
trinh	רִנה
tresh	רֵישׁ
trdat	רדאת
trasa	רָסָ
trant	ראנט
trakl	ראכל
trahn	ראהן
trägt	טרגט
toson	וֹסוֹן
tlili	לִילִי
tkach	כאח
thyra	הירא
thynn	הינן
thygh	היגה
thrym	הרים
thram	הראם
thodu	הוֹדוּ
thnks	הנכס
thmar	המאר
thaya	האיא
tharp	הארף
thark	הארך
thann	האנן
thams	האמס
thals	האלס
thall	האלל
thala	האלא
thady	האדי
thach	האח
thaao	הָאוֹ
thaad	האאד
teter	אֶתֶר
temet	אֱמֶת
temeh	אֶמֶה
telep	אֶלֶף
tchen	חֵן
tcha	תחטא
tchan	חאן
tchad	חַד
tayta	איתא
taymr	אימר
tayma	אימא
tayla	אילא
tayar	איאר
tayan	איאן
tayal	איאל
tavya	אביא
tavel	אָבֵל
tavas	אבאס
tavar	אבאר
tavan	אבאן
taufa	אוּפא
tatts	אטצ
tatry	אטרי
tatra	אתרא
tatas	אטאס
tasam	אסאם
taryn	ארין
tarrr	אררר
tarng	ארנג
tarma	ארמא
tarly	ארלי
tarfa	ארפא
tarat	אראת
tarar	אראר
taral	אראל
tanz	צאנז
tanza	אנזא
tantr	אנטר
tanny	אנני
tangl	אנגל
tandy	אנדי
tanar	אנאר
tamys	אמיס
tamon	אָמוֹן
tamla	אמלא
tamir	תאמר
tamin	תאמן
tamay	אמאי
tamam	אמאם
talys	אליס
talyn	אלין
talya	אליא
talut	אלוּת
talst	אלסט
talng	אלןג
talmy	אלמי
talma	אלמא
talha	אלהא
taleh	אלֶה
taldy	אלדי
talat	אלאת
talam	אלאם
talal	אלאל
taish	אִישׁ
taihu	אִיהוּ
tahar	אהאר
tahan	אהאן
tagra	אגרא
tagar	אגאר
tagan	אגאן
tafts	אפצ
tadra	אדרא
szara	זארא
syung	יוּנג
syuen	יוּאֶן
syong	יוֹנג
synar	ינאר
synan	ינאן
sylth	ילטה
sylan	ילאן
svlad	בלאד
světa	סבתא
sveta	סבתא
sveno	בֶנוֹ
svene	בְנֵי
svard	בארד
svans	באנס
svana	ואנא
styth	תיטה
styng	טינג
styla	טילא
stych	טיח
styan	טיאן
stryp	טריף
stryn	תרין
stryk	תריך
stryd	טריד
straz	טראז
stras	טראס
stran	טראן
stram	טראם
strah	תראה
straf	טראפ
sther	שֶר
sthal	שאל
stayt	תאית
staya	טאיא
stath	טאטה
stata	טאטא
stary	טארי
štark	תארך
stard	טארד
stann	טאנן
stams	טאמס
staly	טאלי
stals	טאלס
stahr	טאהר
stagh	טאגה
stafy	טאפי
staar	סטאר
staal	טאאל
sstar	סטאר
ssaha	סאהא
srang	ראנג
srach	ראח
snayl	נאיל
smyth	מיתה
smyrl	מירל
smyly	מילי
smrti	סמרט
smert	סמרט
smarr	מארר
smant	מאנט
smans	מאנס
smahi	מַהִי
smach	מאח
slysh	ליש
slynn	לינן
slugo	לוּגוֹ
slark	לארך
slany	לאני
slans	לאנס
slank	לאנך
slama	לאמא
slagg	לאגג
skytt	כיתת
skram	כראם
shyan	היאן
shyam	היאם
shvat	הבאת
shvas	הואס
shuta	שתא
shras	הראס
shran	הראן
shrag	הראג
shong	הוֹנג
shōka	שכא
shodo	הוֹדוֹ
shnat	הנאת
shilu	שלוּ
sheyu	הֱיוּ
shèng	שנג
shayt	האית
shayr	האיר
shayk	האיך
shaya	האיא
shatt	האטת
shats	האץ
shata	האטא
shary	הארי
shart	הארת
sharr	הארר
sharm	הארם
sharf	הארפ
shany	האני
shant	האנט
shans	האנס
shann	האנן
shand	האנד
shalh	האלה
shala	האלא
shach	האח
shaan	הַאן
shaad	האאד
sfard	פארד
semet	אֱמֶת
seksy	סכסי
sefes	אֶפֶס
sedom	אֱדוֹם
schuf	סחפ
schop	חוֹף
schat	חאת
schar	חאר
schan	חאן
scham	חאם
schad	חַד
sazan	אזאן
sayrs	אירס
sayla	אילא
šaykh	איכה
sayfa	איפא
sayat	איאת
sayar	איאר
sayam	איאם
sayah	איאה
sayad	איאד
savva	אבוא
savra	אורא
savel	אָבֵל
savas	אבאס
savan	אבאן
saval	אבאל
savah	אָבָה
savad	אבאד
satygraha	סאטיאגרהא
satts	אטצ
satsa	אצא
satra	אתרא
satna	אטנא
ŝatas	אטאס
satas	אטאס
satar	אתאר
šatan	אתאן
sasya	אסיא
sasty	אסטי
sasha	אשא
sasdy	אסדי
sasan	אסאן
saryk	אריך
sarth	ארתה
sarsi	סארס
sarny	ארני
sarl	שארל
sarky	ארכי
sargy	ארגי
sardy	ארדי
saram	אראם
saral	אראל
sarah	אראה
saraf	אראפ
sarad	אראד
saori	אוֹרִי
santy	אנטי
santh	אנתה
sanny	אנני
sandd	אנדד
sanch	אנח
sanas	אנאס
sanan	אנאן
sanal	אנאל
samyn	אמין
sammt	סאמת
samla	אמלא
sambt	סאמת
samay	אמאי
salyr	אליר
salvy	אלבי
salta	אלטא
salma	אלמא
salka	אלכא
salha	אלהא
sa-la	סאלא
sakol	אָכוֹל
saken	אָכֵן
sakay	אכאי
saito	אִתּוֹ
saige	אִגְ
şahan	אהאן
sagay	אגאי
sagat	אגאת
safta	אפטא
saeng	סאנג
sadan	אדאן
sadal	אדאל
sachi	אָחִי
sacha	אחא
sabel	אָבֶּל
saata	סאאת
saal	סאקאל
ryman	ימאן
rylan	ילאן
ryans	יאנס
ruven	וּבֵין
rstar	סטאר
rsaq	רסיאק
rrats	ראטס
rozym	רזים
rozen	רוֹזן
rnrs	רנדרס
riva	רִיוָה
rhyss	היסס
rhynn	הינן
rhynd	הינד
rhyll	הילל
rhydd	הידד
rhyan	היאן
rhodo	הוֹדוֹ
rgyan	גיאן
rgyam	ריאם
reve	רֶבֶל
resan	רסאן
reder	אֶדֶר
rech	רֵיחַ
r'dam	עדאם
razar	אזאר
razan	אזאן
rayns	אינס
rayev	ראיו
raych	איח
rayat	איאת
rayar	איאר
rayad	איאד
ravus	ראוס
ravna	אונא
raviv	אָבִיו
ravel	אָבֵל
raval	אבאל
ravad	אבאד
raury	אוּרי
ratts	אטצ
ratra	אתרא
ratna	אטנא
ratas	אטאס
rasys	אסיס
rasûl	ראסל
rasht	אשת
rasay	אסאי
rasag	אסאג
raras	אראס
raqan	אקאן
ranst	אנסט
rann	בראנן
ranny	אנני
ranft	אנפת
ranas	אנאס
ramly	אמלי
ramla	אמלא
ramay	אמאי
ramar	אמאר
raman	אמאן
ramal	אמאל
ralna	אלנא
raith	אִתה
rahan	אהאן
ragra	אגרא
ragay	אגאי
ragat	אגאת
ragan	אגאן
raffl	אפפל
radyr	אדיר
radom	אָדֹם
radam	אדאם
rachi	אָחִי
racha	אחא
qrazy	ראזי
qayin	אָיִן
qatna	אטנא
qatar	אתאר
qasym	אסים
qasar	אסאר
qarth	ארתה
qaran	אראן
qarah	אראה
qarad	אראד
qanon	קאנן
qamla	אמלא
qalīy	קאלי
qalha	אלהא
qalan	אלאן
qalah	אלאה
qahar	אהאר
qagan	אגאן
qadry	אדרי
qacha	אחא
qacay	קָאי
pyung	יוּנג
pysht	ישט
pyong	יוֹנג
pyman	ימאן
pylas	ילאס
púeri	פְּרִי
ptath	טאטה
ptang	טאנג
pstar	סטאר
prydz	רידז
pryda	רידא
prudy	רוּדי
prast	ראסט
prahl	ראהל
prage	ראגֶ
prady	ראדי
prada	ראדא
poson	וֹסוֹן
plyta	ליטא
plynn	לינן
plath	לאטה
plasy	לאסי
plast	לאסט
plasa	לאסא
plang	לאנג
pland	לאנד
plaas	לאאס
phyll	הילל
phsar	הסאר
phayu	הָיוּ
phaya	האיא
phatt	האטת
phats	האץ
phata	האטא
phars	הארס
pharr	הארר
phant	האנט
phans	האנס
phang	האנג
phaan	הַאן
pflag	פלאג
peven	אֶבֶן
perez	אֶרֶז
peder	אֶדֶר
pchum	חוּם
pazar	אזאר
payva	איבא
paytm	איתם
payta	איתא
payra	אירא
payns	אינס
payas	איאס
payan	איאן
payam	איאם
payal	איאל
pavot	אָבוֹת
pavla	אולא
pavel	אָבֵל
pavas	אבאס
pauri	אוּרִי
paundrayas	אנדראיאס
patum	אטוּם
patts	אטצ
patry	אטרי
patna	אטנא
patar	אתאר
patan	אתאן
patal	אטאל
patah	אתאה
pasym	אסים
pasay	אסאי
parys	אריס
parur	אָרוּר
parth	ארתה
parny	ארני
parng	ארנג
parly	ארלי
parls	ארלס
parky	ארכי
pardy	ארדי
paray	אראי
paran	אראן
paral	אראל
parah	אראה
paraf	אראפ
paoli	אוֹלִי
panzl	אנזל
panny	אנני
panky	אנכי
paneg	אנְגּ
panam	אנאם
panal	אנאל
panal	אנאל
panah	אנאה
paman	אמאן
palyh	אליה
pally	אללי
palha	אלהא
palar	אלאר
palah	אלאה
pakal	אָכַל
paish	אִישׁ
paige	אִגְ
pahar	אהאר
pahan	אהאן
pagny	אגני
pagat	אגאת
padra	אדרא
padon	אָדוֹן
padav	אדאב
padar	אדאר
padan	אדאן
pacht	אחט
ozman	זמאן
oyneg	ינְג
ovyng	בינג
ovtsy	בטסי
ovela	וְלא
ovcha	וחא
óttar	תתאר
ottar	תתאר
ottam	תתאם
otsar	צַר
otomo	טוֹמוֹ
otman	תמאן
othrs	תהרס
otava	טאבא
otard	טארד
otang	טאנג
osyth	סיתה
ostyn	סטין
ostry	סטרי
östra	סטרא
östra	סטרא
ostra	סטרא
ostap	סטאף
ostad	סטאד
osram	סראם
osmar	סמאר
oslaf	סלאפ
oshun	שׁוּן
oshin	שִין
osero	סֶרוֹ
osang	סאנג
osalt	סאלט
orvar	רואר
orvan	רואן
orval	רואל
orsha	רשא
orosh	רֹאשׁ
ornan	רנאן
ormaq	רמאק
orman	רמאן
orman	רמאן
orlyk	רליך
orash	ראסה
orana	ראנא
orams	ראמס
orald	ראלד
orach	ראח
onsky	נסכי
ongar	נגאר
ongan	נגאן
ongal	נגאל
ondar	נדאר
onans	נאנס
onang	נאנג
onaga	נאגא
omval	מואל
ōmuta	מֻתַ
omuta	מֻתַ
omran	מראן
omoro	מוֹרוֹ
omori	מוֹרִי
omono	מוֹנוֹ
omman	ממאן
omdal	מדאל
omaru	מארוּ
omarr	מארר
omark	מארך
omari	מַרִי
olyan	ליאן
olvan	לבאן
olman	למאן
ollah	ללאה
olhar	להאר
olgas	לגאס
olgan	לגאן
ōlelo	לְלֹא
oldys	לדיס
olavs	לאוס
olavo	לָבֹא
olava	לאבא
olary	לארי
olang	לאנג
öland	לאנד
oland	לאנד
olahl	לאהל
ólafs	לאפס
ólafr	לאפר
olafr	לאפר
oktay	כתאי
okman	כמאן
oklah	כלאה
okany	כאני
okama	כאמא
ohtar	התאר
ohodo	הוֹדוֹ
ohnan	הנאן
ohmar	המאר
ohama	האמא
ohalo	הֲלֹא
ogoni	גּוֹנִי
ogard	גארד
ofran	פראן
oflag	פלאג
oetse	אֶצֶ
odvar	דבאר
odras	דראס
odran	דראן
odara	דארא
odahl	דאהל
ochus	חוּס
ochus	חוּס
ochta	חטא
ochna	חנא
ochen	חֵן
ochan	חאן
ocham	חאם
oberi	בְּרִי
ōbari	בָּרִי
obari	בָּרִי
oasys	אסיס
oasen	אָסֶן
oani	וֹבַנִי
nzara	זארא
nyung	יוּנג
nyong	יוֹנג
nyman	ימאן
nyhan	יהאן
nyava	יאבא
nyang	יאנג
nyaga	יאגא
nyaga	יאגא
ntldr	נלדר
nstar	סטאר
nsada	סאדא
novyi	נוֹבִי
novam	נואם
noson	וֹסוֹן
noreg	וֹרְג
nivra	נורא
nhava	האבא
nhanh	האנה
nhang	האנג
ngara	גארא
ngam	גנגאם
ngala	גאלא
neter	אֶתֶר
nemet	אֱמֶת
nefes	אֶפֶס
ndafa	דאפא
nazan	אזאן
nayla	אילא
nayar	איאר
nayan	איאן
navys	אויס
navya	אביא
navot	אָבוֹת
navaz	אואז
navas	אבאס
navar	אבאר
navan	אבאן
navah	אָבָה
nauts	אוּצ
natan	אתאן
nasyr	אסיר
naso	נָשׂוֹג
nasha	אשא
naser	נאסר
nasar	אסאר
nasad	אסאד
naryn	ארין
narym	ארים
narvy	ארוי
narts	ארצ
narta	ארטא
narma	ארמא
narch	ארח
naray	אראי
narayanan	נאראיאנאן
narat	אראת
naran	אראן
naqra	אקרא
naoto	אוֹתוֹ
naoli	אוֹלִי
nanty	אנטי
nandy	אנדי
namon	אָמוֹן
namal	אמאל
nally	אללי
nalha	אלהא
nalan	אלאן
nakay	אכאי
nakal	אָכַל
naito	אִתּוֹ
naith	אִתה
naish	אִישׁ
nahor	נאהר
nahar	אהאר
naharayim	נַהֲרַיִם
nagat	אגאת
nagan	אגאן
nafar	אפאר
nadyr	אדיר
nadym	אדים
nadon	אָדוֹן
nadav	אדאב
nadan	אדאן
nadam	אדאם
nadal	אדאל
nacha	אחא
nabel	אָבֶּל
myztv	מיתו
myung	יוּנג
mytyl	יתיל
mytcg	מיתג
mytar	יתאר
myrka	ירכא
myong	יוֹנג
myngs	ינגס
mylyn	ילין
mylas	ילאס
mylan	ילאן
mykol	יכֹל
myhan	יהאן
myary	יארי
mutua	מֻתַ
mutsu	וּטסוּ
mumin	וּמִן
multp	מלטף
mszar	סזאר
mstar	סטאר
msasa	סאסא
mrvar	רואר
mrasa	רָסָ
mpolo	פּוֹלוֹ
moson	וֹסוֹן
moriæ	מוֹרִי
mohan	מהאן
möcht	מחת
mních	מנח
mmhmm	מהמם
mmdah	מדאה
mlava	לאבא
mlama	לאמא
mlady	לאדי
mkama	כאמא
milan	מלאן
mhath	האתה
memet	אֱמֶת
meder	אֶדֶר
mdang	דאנג
mbuto	בּוּטוֹ
mbeki	בְּכִי
mazyr	אזיר
mazar	אזאר
mazan	אזאן
mazal	אזאל
mayta	איתא
maysh	איסה
mayra	אירא
mayma	אימא
mayka	איכא
mayin	אָיִן
maydh	אידה
mayat	איאת
maval	אבאל
maury	אוּרי
matys	אטיס
matas	אטאס
matan	אתאן
matah	אתאה
masur	אָסוּר
masty	אסטי
masry	אסרי
masht	אשת
mashk	אשך
masha	אשא
masan	אסאן
marzy	ארזי
marys	אריס
maryn	ארין
maryk	אריך
marvy	ארוי
marty	ארתי
martu	מארוּ
marth	ארתה
marta	ארטא
marsy	ארסי
marny	ארני
marne	מארן
marms	ארמס
marky	ארכי
margy	ארגי
margs	ארגס
mardy	ארדי
mardt	ארדת
marat	אראת
maqar	אקאר
maoti	אֹתִי
manzy	אנזי
manza	אנזא
mants	אנטס
mansy	אנסי
manso	מאנס
manry	אנרי
manns	אננס
manky	אנכי
mandl	אנדל
manch	אנח
manav	אנאו
manar	אנאר
manal	אנאל
manaf	אנאפ
manad	אנאד
mamry	אמרי
mamon	אָמוֹן
mamme	מאמם
mamla	אמלא
mamay	אמאי
mamal	אמאל
malyn	אלין
malyk	אליך
malyi	מאלי
malvy	אלבי
malta	אלטא
malre	מאלר
mally	אללי
malit	מאלט
malha	אלהא
malfy	אלפי
malfa	אלפא
malch	אלח
malat	אלאת
malan	אלאן
malal	אלאל
makal	אָכַל
maish	אִישׁ
maige	אִגְ
mahrt	אהרט
mahan	אהאן
maham	מהאם
mahāl	מאהל
magrs	אגרס
magny	אגני
maggy	אגגי
magfa	אגפא
magdy	אגדי
magav	אגאו
magat	אגאת
magan	אגאן
mafsw	מאפס
maeno	אֵינוֹ
madyn	אדין
madtv	אדטו
madri	מַרִי
madon	אָדוֹן
machy	אחי
macha	אחא
mabel	אָבֶּל
lynet	לינת
lynar	ינאר
lynam	ינאם
lyman	ימאן
lylah	ילאה
lyady	יאדי
luven	וּבֵין
lumet	וּמֵת
ltava	טאבא
llyra	לירא
llyfr	ליפר
llong	לוֹנג
llhas	ללאס
llars	לארס
llarn	לארנ
llach	לאח
lhas	להלאס
lfish	לפסה
lekha	לְךָ
leder	אֶדֶר
layth	איטה
laysh	איסה
layng	אינג
layar	איאר
layal	איאל
lavvy	אבבי
lavry	אברי
lavka	לאבא
laven	אָוֶן
lavel	אָבֵל
lavay	אואי
lavar	אבאר
lavan	אבאן
laval	אבאל
laury	אוּרי
latry	אטרי
latar	אתאר
latan	אתאן
lasya	אסיא
lasry	אסרי
lasīt	לאסט
lasha	אשא
lasar	אסאר
larsh	ארסה
larry	לארי
larma	ארמא
largs	ארגס
laray	אראי
larat	אראת
laras	אראס
laram	אראם
laono	אוֹנוֹ
laoli	אוֹלִי
lanza	אנזא
lanny	אנני
langs	אנגס
langstrand	אנגסטרנד
landy	אנדי
lanan	אנאן
lanah	אנאה
lamon	אָמוֹן
lamay	אמאי
lamar	אמאר
laman	אמאן
lamam	אמאם
lalys	אליס
lally	אללי
lalka	אלכא
lalay	אלאי
lalas	אלאס
lalap	לאלף
lalan	אלאן
lalam	אלאם
lalah	אלאה
lakay	אכאי
laith	אִתה
laith	אִתה
laish	אִישׁ
laimh	אִמה
lahm	לאשם
lahir	לאהר
lahan	אהאן
lagny	אגני
lagat	אגאת
lagan	אגאן
lafty	אפטי
lafta	אפטא
lafar	אפאר
ladys	אדיס
ladri	לאדר
ladon	אָדוֹן
ladly	אדלי
ladde	לאדד
ladar	אדאר
ladan	אדאן
lachy	אחי
lachi	אָחִי
lacha	אחא
laans	לאנס
kyung	יוּנג
kyrka	ירכא
kyrka	ירכא
kynyr	יניר
kynar	ינאר
kylyn	ילין
kylin	ילִין
kylan	ילאן
kyary	יארי
kyang	יאנג
kvyat	ביאט
kvarv	בארב
kvarn	וארן
kvant	ואנט
kutsu	וּטסוּ
kurigalzu	כּוּרִיגַלזוּ
kumin	וּמִן
kshmr	שמר
kryts	ריץ
kryst	ריסט
kryss	ריסס
kryal	ריאל
kruyt	כרית
krnar	רנאר
kresh	רֵישׁ
krayt	ראית
krays	ראיס
krath	ראטה
krasl	ראסל
krash	ראסה
krarg	רארג
kran	כרמאן
krant	ראנט
krans	ראנס
krang	ראנג
krams	ראמס
kraml	ראמל
kraly	ראלי
krake	רַךְ
krahn	ראהן
kragh	ראגה
krage	ראגֶ
krach	ראח
komal	כמאל
kocht	כחת
knysh	ניסה
knoch	נֹח
knaan	נָאן
kmach	מאח
klynn	לינן
kleve	לאֶואֶ
klavs	לאוס
klary	לארי
klark	לארך
klank	לאנך
klama	לאמא
klahr	לאהר
klady	לאדי
klaas	לאאס
kkhan	כהאן
khyan	היאן
khrad	הראד
khiva	הִוא
khayr	האיר
khayl	האיל
khath	האתה
khash	האסה
khary	הארי
kharg	הארג
khare	הֲרֵי
khanh	האנה
khama	האמא
khadr	האדר
khaan	הַאן
khaan	הַאן
kgala	גאלא
kgaga	גאגא
keven	אֶבֶן
keter	אֶתֶר
kerez	אֶרֶז
kennt	כננת
kemet	אֱמֶת
kemah	אֶמָה
kehrt	כהרת
kbely	בֶּלי
kazym	אזים
kazar	אזאר
kazal	אזאל
kayts	איטס
kayra	אירא
kayla	אילא
kayin	אָיִן
kayal	איאל
kayah	איאה
kavos	כאוס
kavar	אבאר
kavan	אבאן
kavad	אבאד
katys	אטיס
katyn	אטין
katum	אטוּם
katts	אטצ
katna	אטנא
kater	כאתר
kasym	אסים
kasur	אָסוּר
kashu	כאסה
kasay	אסאי
kasan	אסאן
kasam	אסאם
karyn	ארין
karyl	אריל
karur	אָרוּר
karth	ארתה
kartę	כארט
karsh	ארסה
karns	ארנס
karlz	ארלז
karls	ארלס
karkh	ארכה
karim	כארם
kargs	ארגס
karch	ארח
karas	אראס
karar	אראר
karal	אראל
karad	אראד
kanza	אנזא
kanva	אנבא
kanva	אנבא
kanty	אנטי
kants	אנטס
kandy	אנדי
kands	אנדס
kandl	אנדל
kanar	אנאר
kanaq	אנאק
kanad	אנאד
kamla	אמלא
kamay	אמאי
kamas	אמאס
kalyn	אלין
kalya	אליא
kalte	כאלת
kalna	אלנא
kalms	אלמס
kalka	אלכא
kaleh	אלֶה
kaldy	אלדי
kaldr	אלדר
kalat	אלאת
kalan	אלאן
kalal	אלאל
kaity	אִטי
