zita	自他
lehaie	俄亥俄
laoren	傲人
laodao	熬到
lanzhu	安竹
lanyan	安彦
lanxin	安信
lantan	安曇
lansen	岸森
lannan	安南
lanman	安曼
langui	暗鬼
lanei	蓝莓
landai	安代
lancha	安插
laming	阿明
lairen	矮人
lailin	矮林
laichi	愛吃
laiche	爱车
kyushu	餘數
kyushi	裕士
kyungu	雲谷
kyudai	育代
kyouji	游击
kyoufu	幽浮
kyinda	音大
kyichu	益处
kwenye	文也
kwenda	问答
kweisi	畏死
kwashi	瓦石
kwanda	丸大
kunzei	堀内
kuana	寬大
kshiti	屍體
krushi	濡濕
krumen	入门
krouse	肉色
kranze	然則
kranke	看客
kranji	染疾
kouyou	歐遊
kouran	偶然
koupil	口癖
koumei	歐美
koulu	扣留
koujie	枯竭
knaben	納本
klinge	领略
kliman	豊満
kliban	栗坂
klamen	拉门
khushi	护士
khunan	虎男
khulan	呼兰
khuang	鍠
khouri	後日
khouna	後納
khanna	漢那
khanfu	悍婦
khande	喊得
khaifa	還發
khaidu	海渡
keshen	惡神
kequan	恶犬
keqing	俄顷
kenkun	蒽醌
kenchi	可恥
keling	悪霊
keliai	客来
kejian	略见
keizai	刻在
kegong	俄共
kefeng	惡風
kater	卡特爾
kashu	砍树
kashan	阿山
kasami	阿薩密
kantou	案头
kantan	安曇
kanshu	桉树
kannan	安南
kanmei	安美
kanker	看客
kanhan	暗含
kanhai	暗害
kandao	安島
kandan	黯淡
kanbei	安倍
kameng	阿蒙
kalai	看來
kalabo	阿拉伯
kaizhi	爱知
kaiwan	愛玩
kaisen	埃森
kaisen	埃森
kairan	愛染
kaiqun	愛羣
kainai	欸乃
kaimin	愛民
kaimei	曖昧
kaihui	瑷珲
kaihua	愛華
kaigan	哀感
kaidai	愛戴
jungi	軍規
junger	軍歌
julio	巨髎
juliae	剧烈
joushu	偶数
jisho	棘手
jhulan	呼兰
jhande	喊得
jerwen	耳聞
jashan	阿山
jaohui	奧會
janshi	暗示
jansen	岸森
jannai	安奈
janman	安曼
jandun	安頓
jaming	阿明
jaihun	璦琿
jagang	阿冈
izushi	祖師
isunyi	损益
ishuwa	樹蛙
ishiyu	詩語
ishiru	仕込
ishiri	飾り
ishige	適格
ishida	石打
ishaqi	杀气
ishana	紗那
ishaan	沙岸
irishe	日射
innan	新南
ingan	興安
inanlu	南麓
inanda	南大
imutan	木炭
imuran	木然
imache	馬車
ilishu	曆書
ilikai	离开
ilagan	拉桿
ikuchi	堀池
igumen	古門
iguchi	古池
iganmu	甘木
ifugao	訃告
idalou	大楼
ichiji	持戟
ichibu	池部
icemen	側門
ibushi	不似
hyunai	玉乃
hyouge	有個
hyesan	爺さん
hyejin	野津
hwangu	顽固
hwange	輓歌
hwakai	挖开
huriki	輝き
humlen	虎門
huato	華陀
hsikou	司寇
hsanda	散大
hrishi	日時
houyeû	後野
houxin	呕心
houran	偶然
hougan	偶感
hongloumeng	紅樓夢
hmeida	没打
hīeran	赫然
heyuan	鰐淵
heyang	略阳
hetian	額田
heshuo	略說
heshou	扼守
heshen	惡神
herten	和仁
herran	而然
hermen	耳門
herbei	耳背
hequan	恶犬
henryi	恨意
henige	横额
hengen	恩根
heming	惡名
helluo	河洛
hejian	略见
heinei	河内
heilen	黑了
hei-an	黑暗
hechou	恶臭
haweyi	哈維
hasami	阿薩密
hasami	阿薩密
haoran	傲然
haoman	傲慢
hanzhi	安治
hanyue	岸嶽
hantan	安曇
hanshu	桉树
hanshi	暗示
hansen	岸森
hanqiu	安丘
hannan	安南
hanmin	安民
hanhua	氨化
hangui	暗鬼
handan	黯淡
hanbei	安倍
hanban	案板
hajian	阿見
haiyan	礙眼
haiwan	愛玩
haitan	哀叹
haishu	矮樹
hairan	愛染
hainan	碍难
haikou	隘口
haihun	璦琿
haiguo	愛過
haidao	愛島
hafizi	孩子
hadong	阿東
gyunei	宇内
gyaosu	要素
gwenda	问答
gwang	歌王
gwangu	顽固
gwandu	彎度
gwanda	丸大
guden	孤灯
grikou	日寇
grenke	认可
grenda	人大
grelun	熱論
graner	然而
goushi	歐式
gnaomi	悩み
gleici	累次
glanze	藍沢
glande	爛的
giyan	貴彦
ghusun	猢猻
ghouli	厚利
ghanzi	憨子
getian	額田
geshen	惡神
gerwen	耳聞
gergen	耳根
genshi	恩師
genau	格納庫
geming	惡名
gemeng	噩梦
gemein	隔门
geling	悪霊
gelina	隔邻
gelben	各奔
gehen	歌姫
gbenye	本業
gbandi	班底
gaoyou	遨游
ganwei	安危
gansen	岸森
gannan	安南
ganmin	安民
gangaa	尷尬
gandhi	乾弟
gandan	黯淡
galani	伽藍
gaitan	哀叹
gaishi	碍事
gaidai	愛戴
gadong	阿東
funkei	府内
fueng	富翁
frusen	福森
frunze	潤澤
fruili	銳利
freren	惹人
frenke	认可
frende	认得
frenda	人大
fremen	熱門
franse	染色
fliche	礼车
flanna	藍那
flahan	拉罕
ferran	而然
fashan	阿山
faseng	阿僧
fanzhi	安治
fanmei	安美
fanfou	安否
faming	阿明
fajing	阿井
faigao	哀告
fabing	阿炳
ezhou	各州
etoudi	投遞
etiwan	笹丸
etanna	檀那
esangu	散骨
esanda	散大
ermin	耳鸣
erbeni	耳背
enishi	你是
engeli	恩給
eneide	内地
enatai	那台
enache	納車
emutai	母胎
emunei	木内
emishi	秘事
emilei	弥勒
elixia	隷下
elisha	莉沙
elichi	立ち
eliche	礼车
elechi	乐池
elanna	藍那
elaide	來得
ekumen	苦悶
ekeren	克仁
ehuang	鍠
eheiji	黒磯
eguwan	古玩
eguchi	古池
egemen	隔门
echini	吃膩
eburan	不燃
ebilun	鼻輪
ebichu	笔触
ebashi	罢市
dzigan	紫紺
dzieci	迭次
dziban	紫斑
dwanye	丸野
dwalin	瓦林
druyan	乳燕
druoda	偌大
druian	瑞安
dranse	染色
dowei	多位
douran	偶然
dougan	偶感
dolei	盗垒
divnei	堤内
diaye	槙野
dhuran	忽然
dhanna	漢那
dhange	酣歌
deyuan	鰐淵
deyang	略阳
dexing	恶性
deshen	惡神
deshao	惡少
derwen	耳聞
dequan	恶犬
deqing	俄顷
denshi	恩師
denian	惡念
deling	悪霊
dejian	略见
degong	俄共
defens	得分
dayuan	阿原
daxing	阿形
dashen	阿嬸
dashan	阿山
dasami	阿薩密
daqian	呵欠
daoren	傲人
danzhu	安竹
dantan	安曇
danshi	暗示
dannan	安南
danjiangkou	南江口
daming	阿明
dajing	阿井
dajian	阿見
daitan	哀叹
daishi	碍事
daisen	埃森
dairen	矮人
daijin	挨近
daigan	哀感
daichi	愛吃
dahong	阿吽
dagong	阿公
dadong	阿東
cyinda	音大
crouse	肉色
cremen	熱門
craner	然而
cluben	鹿本
claran	蠟染
clanna	藍那
chuzhi	互质
chuwan	虎丸
chushi	护士
churen	湖人
chupan	湖畔
chunyu	混浴
chunqi	婚期
chulin	虎林
chulan	呼兰
chujun	弧菌
chubin	湖滨
chubei	湖北
chuban	护板
chuang	鍠
chouyu	厚遇
chouyi	後裔
chouro	後ろ
chouqu	后去
chouan	厚岸
chori	朝日
choku	愁苦
chihi	池之
chetan	河灘
cheshi	核试
cheren	和仁
cheran	赫然
chendi	很低
chenda	很大
chelan	荷兰
chegui	鶴龜
chefen	何分
chechu	何处
chayal	茶芽
chaun	查尋
chaozu	豪族
chaoyi	浩義
chaowu	好物
chaote	浩特
chaoge	好歌
chaofu	好夫
chaofa	毫髮
chaoan	毫安
chanya	寒鴉
chanhu	含糊
changduanju	长短句
chanba	旱魃
chaita	海獭
chaisi	害死
chaima	海马
chaiba	海抜
chaba	查報
cefeng	惡風
cashen	阿嬸
caoyun	奧運
caonao	懊惱
cantai	安泰
cannan	安南
candao	安島
candan	黯淡
cancun	安村
calian	阿利安
cajan	擦肩
caixin	愛心
caishi	碍事
cainan	碍难
caimin	愛民
cailin	矮林
cabina	採納
buyant	不言
burgan	不甘
burana	不燃
bungei	补给
brunei	入内
brufen	乳粉
bruchi	乳齿
brouse	肉色
brijun	日军
brende	认得
brenda	人大
bremen	熱門
branse	染色
braner	然而
brande	染地
bozhou	お昼
bombin	博敏
bochus	剝除
blumen	鋁門
blinde	林地
blanke	蘭科
blaike	來客
blache	拉扯
bijeli	别离
biang	祕藏
bhanji	漢籍
bhangu	板谷
bezhan	惡戰
beuken	不肯
berong	鵝絨
bermen	耳門
benren	恩人
beling	悪霊
belang	饿狼
bashan	阿山
baoyin	拗音
baotou	鰲頭
baoshi	傲世
baolin	奧林
baoguo	熬过
baochu	凹處
banwen	安穩
banshu	桉树
bansha	暗殺
banpei	安培
bannan	安南
bannai	安奈
banman	安曼
bangui	暗鬼
bandou	暗鬥
banban	案板
banai	阪奈
balian	阿利安
baizai	爱在
baishi	碍事
baisen	埃森
bainan	碍难
bailin	矮林
bailan	愛蘭
baijin	挨近
baijia	愛甲
baiguo	愛過
bahong	阿吽
bafang	阿房
badong	阿東
bachei	罢斥
babie	拜别
azande	暫得
azaiba	再把
ayoubi	由比
ayisha	伊砂
ayinde	陰徳
ayashi	雅史
axilan	錫蘭
axigen	西根
axieri	写り
axiata	下榻
atuman	塗滿
atanta	坍塌
atalia	他倆
atakan	踏勘
asilan	撕烂
ashiya	施压
ashiri	飾り
ashini	世に
ashimi	試み
ashima	駛馬
ashide	实得
ashida	石打
ashesi	射死
asheru	射入
ashaba	沙壩
aruyan	乳燕
arishi	日時
araner	然而
apantu	叛徒
aosani	奥さん
aoqian	お前
anyana	安彦
anlun	言论
anisha	泥砂
anilao	你老
aniane	年額
angri	當日
andati	安代
anazan	那咱
ananti	難題
anansi	南寺
ananse	男色
anangu	南谷
amuran	木然
amucao	牧草
amitai	弥太
amisha	密殺
āminan	民安
amidou	蜜豆
ameide	美德
amasai	马赛
amaren	罵人
amalie	馬列
amache	馬車
amacao	馬草
alushi	律师
alushe	旅社
alisha	莉沙
alisan	離散
alinei	栃内
alibai	礼拜
aleida	雷达
alanya	藍芽
alanta	蘭塔
alanni	烂泥
alanna	藍那
alaide	來得
alahan	拉罕
alagao	拉高
akeman	客滿
akechi	可恥
akashi	卡式
akande	看得
akaiwa	開挖
akaike	开课
akache	卡车
ajisen	吉森
ajikan	季刊
aixinjueluo	爱新觉罗
aicha	開衩
ahuahu	樺戸
aguiyi	皈依
afaxin	発信
afasan	发散
afanti	繁體
aequan	恶犬
adishi	帝室
adiele	跌了
adenan	徳男
adasen	大森
adaobi	倒斃
adansi	單絲
adande	弹得
adanan	達男
adalin	大林
adachi	大池
achuzi	初子
achui	大椎
achong	摏
achile	吃了
acheng	憕
achema	車馬
achang	肠
abunai	不耐
abisha	必殺
abilan	碧藍
abende	本地
abaoji	保積
abahai	抜海
aaseng	阿僧
aaisha	愛紗
zhongcheng	中程
zhengzhiju	政治局
zhengzhang	政長
zhangzhong	長塚
zhangjiang	荒江
yijiangshan	江山
xuangzhang	礦長
xingyiquan	形意拳
xikuangshan	矿山
xiaozhuang	膠狀
xiangxiang	涼香
xiangshang	鑲上
xiangjiang	向江
xiangchuan	相川
xiangcheng	釀成
wudangshan	武當山
wangfujing	王府井
waigaoqiao	踩高蹺
tieguanyin	鐵觀音
tianmushan	天目山
tangzhuang	洋裝
songzhuang	童裝
shenghuang	正晃
shangchang	商場
sanxiantai	南仙台
qiongzhong	胸中
qiangchuan	相川
pyeongchang	永昌
mudanjiang	牡丹江
manzhouguo	满州国
luohanquan	羅漢拳
lizhangjiao	张角
liangjiang	向江
liangguang	良光
liangcheng	釀成
kuangguang	光廣
jingdezhen	景德鎮
jiangcheng	釀成
huoshaoyun	火燒雲
huochezhan	火車站
huangtaizi	皇太子
huangtaiji	皇太極
huanghuang	煌煌
huangchuan	荒川
heshengqiao	绳桥
hehuanshan	合歡山
guomindang	國民黨
guanshiyin	观世音
guangchang	广场
gongjinhui	共進會
fotiaoqiang	跳牆
foguangshan	光山
fangzhuang	洋裝
dulongjiang	龍江
dashengguan	升官
dalongdong	大龍峒
dajiaochang	教場
dabancheng	大阪城
chuanjiang	荒江
chengzhang	政長
cheng-sheng	恒生
chaoxianzu	朝鮮族
changsheng	昌勝
changjiang	荒江
buxiaosheng	笑聲
baidicheng	白帝城
ʾanna	按捺
zwota	卧榻
zwawa	娃娃
zwang	旺
zung2	鱒二
zuen	足跟
zrike	日課
zrang	攘
zongzheng	從政
zongxiang	松香
zongcheng	永城
zongchang	工場
zite	字帖
zirya	自ら
ziliujing	自流井
zijinshan	紫金山
zhuyi	胡夷
zhuya	虎牙
zhuxi	湖西
zhupo	湖泊
zhuli	狐貍
zhuji	户籍
zhuhu	呼呼
zhufu	胡服
zhuangzhi	壮志
zhuangmou	双眸
zhouzhuang	壺狀
zhongzong	重宗
zhongzhou	中轴
zhongyong	重永
zhongying	充盈
zhongwang	眾望
zhongtiao	中條
zhongping	仲平
zhongning	红娘
zhongmiao	種苗
zhongjing	憧憬
zhonghang	洪荒
zhongcang	宏昌
zhizhangtu	纸张
zhenzhong	陳重
zhengyong	正永
zhengting	正廳
zhengling	衡量
zhengdong	生動
zhege	喝个
zhaozhong	朝忠
zhangzong	上総
zhangyuan	上緣
zhangying	黄莺
zhanguoce	戰國策
zhangshou	上手
zhangping	章平
zhangchou	唱酬
zerbi	耳鼻
zeran	俄然
zenna	恩納
zengsheng	恒生
zengcheng	彭城
zeman	額滿
zelie	恶劣
zedan	鹅蛋
zboya	博雅
zbiri	蔽日
zazu	咂嘴
zazhi	阿智
zaozhuang	老庄
zaoyi	奥義
zaofu	奥富
zanzi	暗自
zansi	安寺
zanqu	暗渠
zanna	按捺
zanji	胺基
zandi	安抵
zande	安徳
zanda	安達
zamen	阿门
zaman	阿曼
zalan	阿蘭
zajia	阿嘉
zaiyu	愛慾
zaiyi	愛意
zaimu	愛慕
zaiji	艾姬
zaide	爱得
zaida	捱打
zadie	阿爹
zach	杂处
zachi	呵斥
zaban	阿坂
yusa	雨伞
yumenguan	玉門關
yugo	魚鉤
yuanzhong	元忠
yuanzhang	管掌
yuanrizhi	全日制
yuanqiang	院牆
yuanguang	圓光
yuanchong	權充
yuanchang	歡唱
ytong	童
yshai	筛
ysaye	撒野
youyu	偶遇
youmi	欧米
youla	歐拉
youhe	偶合
yongzhong	銅鐘
yongzheng	從政
yongsheng	隆生
yongguang	隆光
yongchang	工場
yon-chuan	永川
yoka	遥か
yixueyuan	理學院
yinl	音樂
yingxiong	挺胸
yingxiang	影响
yingqiang	精強
yingjiang	静江
yingchuan	明川
yingchang	刑場
yich	驿车
yhuda	互打
yezhu	扼住
yeshu	略述
yesha	扼殺
yerwa	耳挖
yermo	耳膜
yerli	而立
yeren	惡人
yemei	峨眉
yarou	腌肉
yaren	阿仁
yaoyu	奥羽
yaowu	奥武
yaoerling	奧爾良
yanzi	暗自
yanyi	安逸
yanya	按壓
yanwu	安物
yanqu	暗渠
yanqi	安岐
yanpu	安浦
yanni	安妮
yanji	胺基
yanhe	暗褐
yangzhong	訪中
yangjiang	湯江
yangcheng	妄稱
yanfu	安抚
yandu	案牍
yandi	安抵
yanda	安達
yanbu	暗部
yanbo	岸波
yamat	亞麻
yamao	阿猫
yaman	阿曼
yalan	阿蘭
yaiza	挨拶
yaida	捱打
yahan	阿寒
yadao	阿島
yachi	呵斥
xuanzheng	圆整
xuancheng	全城
xtina	提拿
xming	茗
xlata	邋遢
xiongzhen	胸针
xinzhuang	秦庄
xingzhong	清重
xingcheng	硬撐
ximending	西門町
xilaocheng	老成
xihuating	企劃廳
xiaozhuan	掉轉
xiaozhong	鳥塚
xiaoxiang	跳箱
xiaoguang	調光
xiaochuan	跳船
xiaocheng	小城
xiaochang	教場
xianzhong	憲忠
xianxiang	偏向
xianliang	減量
xiangzhou	江州
xiangyang	江陽
xiangxian	鄉賢
xianguang	兼光
xiangtang	亮堂
xiangshui	涼水
xiangshan	向善
xiangqian	镶嵌
xiangping	量平
xiangming	相命
xiangfeng	相逢
xiangfang	廂房
xiangdong	向东
xiangchan	量產
xiancheng	黏成
xhami	哈密
xduke	许可
xchanging	偿命
xandu	案牍
xande	安徳
xalan	阿蘭
xaiya	哎呀
wyong	蛹
wyeyi	野依
wuzhishan	福知山
wutongshan	桐山
wumenguan	玉門關
wulongshan	滝山
wulingyuan	綾園
wulingshan	灵山
wuliangye	富良野
wuha	无话
wugoucheng	构成
wudangquan	當權
wrede	惹得
wolin	お隣
wolfi	窩裡
wola	我倆
wogoucheng	构成
wiangchan	量產
whenzhong	陳重
wenze	恩澤
wenrenhua	文人画
wenhuibao	文匯報
wengcheng	彭城
wende	恩德
wena	文案
weman	額滿
weizi	えい子
weihaiwei	威海衛
wehan	惡漢
wedu	溫度
wayan	阿彦
waxianghua	香華
washu	阿叔
waren	阿仁
wanze	安則
wanyi	安逸
wanya	按壓
wanwu	安物
wanni	安妮
wanli	案例
wanji	胺基
wangu	岸谷
wangsheng	養生
wangjiang	湯江
wangchuan	芳川
wangcheng	妄稱
wanda	安達
waman	阿曼
waiye	愛野
waiya	哎呀
waima	艾瑪
waide	爱得
wahan	阿寒
wafangdian	放電
wadie	阿爹
wadan	阿丹
wadai	阿呆
waban	阿坂
vyang	楧
vwawa	娃娃
vriji	日記
voula	歐拉
volin	お隣
vocha	お茶
vlasi	拉絲
vlake	拉客
vlaji	垃圾
vlada	拉大
viangchan	量產
vhong	訌
vezha	訛詐
veyan	讹言
vesha	扼殺
veran	俄然
venna	恩納
velie	恶劣
vanya	按壓
vanse	暗色
vanni	安妮
vandi	安抵
vanda	安達
vamei	阿梅
vaman	阿曼
valan	阿蘭
vaima	艾瑪
vaile	愛樂
vaida	捱打
vahan	阿寒
vachi	呵斥
vaban	阿坂
uzita	自他
uzhur	猪儿
uzeda	责打
uyuni	淤泥
uweng	嗡
uwani	挖泥
uwaka	哇咔
utubi	土筆
utina	提拿
utian	塡
utazu	踏足
utaxi	踏襲
utama	拓馬
utage	踏歌
usuma	酥麻
usuli	俗吏
usimu	私募
usana	薩那
urutu	如圖
urumi	込み
uruma	辱骂
uruan	软
ureli	熱力
urang	攘
upopo	婆婆
upolu	坡路
upola	泼辣
upang	庞
uniao	蔦
unian	撚
uner	云爾
unaru	納入
unami	納米
unala	娜拉
umoru	莫如
umolu	墨綠
umina	米納
umila	蜜蜡
umidi	謎底
umang	芒
umali	马力
ulupi	鹿皮
ululu	鹿路
uluka	绿卡
ulufa	律法
uluan	亂
ulita	利他
ulian	潋
ulala	拉拉
ukena	可那
ujiri	几日
ujin	如今
ujina	即納
ujima	吉馬
ujiji	吉積
ujian	剪
uiri	帰り
uile	跪了
uhehe	河和
uhang	蚢
ugong	肱
ugama	伽瑪
ugala	嘎啦
udupi	肚皮
udehe	地核
udasi	大寺
udaka	打卡
udaji	打擊
udaan	答案
ucubi	粗鄙
uchii	赤い
ubumu	布目
ubogu	剥ぐ
ubinu	彼女
ubian	変
ubaye	霸業
ubasi	巴斯
uanu	寡女
tzeng	鋥
tzefa	責罰
tyeli	夜裡
tushanwan	富山湾
turbi	土筆
tuancheng	全城
tsuya	素雅
tsugu	素股
tsuda	蘇打
tsige	寺格
tshan	删
tseng	僧
tsang	丧
tsangyang	商鞅
tsana	薩那
tsali	薩裡
tsala	薩拉
truyu	入狱
truku	如く
truan	软
trong	宂
trong-rong	溶融
trixi	日夕
treya	熱軋
treng	礽
trede	惹得
touru	毆辱
toumi	欧米
toufa	偶發
tongxiang	松香
tongjiang	东江
tongguang	隆光
tongchuan	龍川
tongcheng	永城
tongchang	工場
toan	投案
tmimi	咪咪
tlili	立礼
tlali	拉力
tjuyu	惧于
tiun	提讯
tingjiang	静江
tinca	提拿
tiaoyutai	釣魚台
tianzuodi	天祚帝
tianzhang	面長
tianxiang	偏向
tianqiang	勉強
tianhuang	先皇
tiancheng	黏成
tianchang	现场
tiananmen	天安門
thuma	胡麻
thule	胡樂
thuan	萑
theye	鶴野
theru	何如
thepu	河浦
theni	河泥
theng	桁
thedi	河堤
thede	赫德
theda	何だ
thebo	和博
thate	哈特
thangtong	暢通
thanglong	昌隆
thami	哈密
teshi	悪事
teser	特爾
terwa	耳挖
termo	耳膜
tergu	耳鼓
terer	爾爾
teran	俄然
tenna	恩納
tengzhong	风中
tengchong	横冲
temenggong	猛攻
teman	額滿
tejun	俄軍
tehan	惡漢
techu	厄除
tchen	沈
tcha	體察
tchao	抄
tchan	嬋
tchai	儕
tboli	玻璃
tayan	阿彦
taren	阿仁
taowu	奥武
taotu	凹凸
taosi	奥寺
tanz	攤子
tanzi	暗自
tanya	按壓
tantu	按圖
tansu	安宿
tansi	安寺
tanni	安妮
tanda	安達
tampa	拓馬
tamir	胎儿
tamao	阿猫
tajin	阿津
tajingdong	惊动
tajia	阿嘉
taiyo	哎喲
taiyi	愛意
taiye	愛野
taiya	哎呀
taiwu	礙於
taitu	爱徒
taisi	哀思
taimu	愛慕
taima	艾瑪
taihu	爱护
taihe	爱河
tahan	阿寒
tadao	阿島
tabei	阿倍
taban	阿坂
szita	自他
syuri	語り
syong	蛹
syifa	義法
syedi	野底
syama	亞麻
swaka	哇咔
swade	挖得
svana	薩那
suþan	酸
suja	俗家
sudul	速讀
stude	突地
stipo	体魄
stina	提拿
stige	提个
stice	体侧
stian	塡
steli	特裡
stazi	塔子
stasi	拓司
stano	他の
stamo	拓磨
stafa	撻伐
ssangyong	商用
sreng	礽
srang	攘
squee	缺額
squan	畎
spuda	僕達
spode	颇得
spiru	譬如
spini	睥睨
sping	馮
spasi	帕斯
spang	庞
spala	啪啦
songjiang	东江
sojin	お金
socha	お茶
sneng	能
smuxi	木樨
smide	覓得
smadu	馬渡
sluze	芦沢
sluse	绿色
slite	立て
slihe	立河
sliba	篱笆
sleng	楞
slama	喇嘛
slade	拉得
skuse	苦涩
skuru	堀込
skuli	苦力
skeng	铿
skela	克拉
skaer	卡爾
sjuan	飬
sjimi	幾米
sinua	死ぬ
sidae	寺地
siangshan	向善
shuyi	胡夷
shuya	虎牙
shuocheng	说成
shuna	忽那
shuma	胡麻
shumardii	樹まり子
shuli	狐貍
shuju	护具
shuji	户籍
shufu	胡服
shudi	湖底
shude	忽地
shuda	互打
shuci	戸次
shubi	護庇
shuar	話兒
shuan	萑
shuangpin	簧片
shuangliu	雙流
shouzhang	手杖
shoushang	手上
shong	訌
shishuang	直爽
shichuang	视窗
sheyu	合羽
sheti	合体
shenzhuan	神饌
shengzong	横塚
shengwang	声望
shengshui	澄水
shenghuan	承歡
shengchao	爭吵
shemu	和穆
shemi	和弥
sheli	河裡
sheku	何苦
sheka	賀卡
shehe	河和
shegu	河骨
shefa	合法
shean	河岸
shaqe	杀掠
shaoqiang	超強
shaoliang	少量
shangyong	商用
shangqing	长清
shangjing	長徑
shanghang	上杭
shangguan	簧管
shangfang	上方
shangdang	上檔
shali	哈利
shair	孩兒
shaha	哈哈
shada	哈達
seso	瑟縮
seshu	略述
sesha	扼殺
serwa	耳挖
serli	而立
serbu	而不
serba	而把
seran	俄然
senai	恩爱
semei	峨眉
seman	額滿
segun	惡棍
segui	悪鬼
sedma	色麻
sebi	色白
scupi	粗皮
scuda	粗大
schou	畴
schoenchen	沈沈
schan	嬋
scanu	喰う
sbisa	比萨
sarsi	萨斯
sanyu	暗喻
sanyi	安逸
sanya	按壓
santu	按圖
sansu	安宿
sansi	安寺
sanse	暗色
sanqi	安岐
sanni	安妮
sanli	案例
sanju	安居
sanji	胺基
sanhe	暗褐
sanfu	安抚
šandu	案牍
sandu	案牍
sandi	安抵
sande	安徳
šanda	安達
sanbu	暗部
sanbo	岸波
sanan	暗暗
sa-la	薩拉
sakei	萨克
šajin	阿津
saima	艾瑪
saile	愛樂
saige	哀歌
saifu	爱抚
şahan	阿寒
saeng	僧
sadou	阿斗
sadie	阿爹
sadan	阿丹
sachi	呵斥
şaban	阿坂
šaban	阿坂
saban	阿坂
ryuyu	鬱鬱
ryuta	魚拓
ryuji	諭吉
ryugu	玉谷
rwozi	臥姿
roumi	欧米
roula	歐拉
rouda	毆打
rōshi	兒時
rongjiang	东江
rongguang	隆光
rongcheng	永城
rolin	お隣
rojin	お金
rocha	お茶
rmana	麻那
rimmu	日暮
ribis	日幣
rhuna	忽那
rhuma	胡麻
rhule	胡樂
rheni	河泥
rheji	合计
rhede	赫德
rheda	何だ
reyan	讹言
reshi	悪事
resa	熱沙
renze	恩澤
renyi	恩义
renai	恩爱
remei	峨眉
reman	額滿
rehua	惡化
rehan	惡漢
rech	惹出
ranzi	暗自
ranze	安則
ranya	按壓
ranpu	安浦
ranni	安妮
ranna	按捺
ranma	暗碼
ranji	胺基
rangcheng	妄稱
randu	案牍
randi	安抵
rande	安徳
raman	阿曼
rajin	阿津
rajie	阿姐
raize	愛沢
raiyu	愛慾
raisi	哀思
raimu	愛慕
raima	艾瑪
raili	愛里
raile	愛樂
raida	捱打
rahan	阿寒
radie	阿爹
rachi	呵斥
quanzhuan	旋轉
quanzhong	元忠
quanzhang	管掌
quanchong	權充
quancheng	全城
qizhouyang	周陽
qixingjun	急行軍
qiongzhou	瓊州
qiongshan	雄山
qingzhong	清重
qingliang	清涼
qingjiang	静江
qingchuan	明川
qingcheng	硬撐
qiaocheng	小城
qianzhong	憲忠
qianxiang	偏向
qianjiang	鯰江
qiāng	勍
qiangtang	亮堂
qiangduan	两段
qianchang	现场
qandi	安抵
qalan	阿蘭
qaisi	哀思
qaida	捱打
qaban	阿坂
pyong	蛹
pwene	文略
pwani	挖泥
putuoshan	普陀山
putih	菩提
ptang	帑
psili	寺裏
pruce	如廁
preng	礽
poutu	嘔吐
postu	破土
pomoć	破墨
polju	頗具
pohli	迫力
poda	潑到
pochentong	沉痛
pluma	驢馬
pluer	率爾
